geography,Method of Travel to Work: Drive_a_private_car_truck_or_van; measures: Value,Method of Travel to Work: Drive_a_company_car_truck_or_van; measures: Value,Method of Travel to Work: Passenger_in_a_car_truck_van_or_company_bus; measures: Value,Method of Travel to Work: Public_bus; measures: Value,Method of Travel to Work: Train; measures: Value,Method of Travel to Work: Bicycle; measures: Value,Method of Travel to Work: Ferry; measures: Value,Method of Travel to Work: Other; measures: Value,Method of Travel to Work: Total; measures: Value,date,geography code,Rural Urban
240400,564,90,27,12,168,0,0,6,1167,2018,240400,Total
240500,207,12,27,0,45,0,0,0,480,2018,240500,Total
240600,921,162,48,6,306,0,0,12,1872,2018,240600,Total
240700,216,15,36,21,45,0,0,0,519,2018,240700,Total
240800,369,12,75,27,30,0,0,0,702,2018,240800,Total
240900,171,9,9,0,60,0,0,0,369,2018,240900,Total
241000,324,15,48,15,60,0,0,0,651,2018,241000,Total
241100,105,0,15,6,12,0,0,0,243,2018,241100,Total
241200,81,0,0,0,12,0,0,0,228,2018,241200,Total
241300,345,36,9,0,84,0,0,0,684,2018,241300,Total
241400,318,45,9,0,129,0,0,0,759,2018,241400,Total
241500,720,111,21,18,96,0,0,0,1293,2018,241500,Total
241600,378,15,12,9,117,6,0,0,798,2018,241600,Total
241700,270,24,9,9,90,0,0,0,606,2018,241700,Total
241800,600,72,21,0,252,0,0,0,1344,2018,241800,Total
241900,480,24,15,0,102,0,0,0,957,2018,241900,Total
242000,420,15,0,18,138,0,0,9,891,2018,242000,Total
242100,552,48,15,12,90,6,0,6,1002,2018,242100,Total
242200,69,0,0,0,57,18,0,0,321,2018,242200,Total
242300,363,75,0,0,87,0,0,0,816,2018,242300,Total
242400,309,27,6,0,81,0,0,0,681,2018,242400,Total
242500,339,21,18,0,114,0,0,0,768,2018,242500,Total
242600,510,66,24,21,117,0,0,0,1056,2018,242600,Total
242700,135,9,0,0,24,0,0,0,294,2018,242700,Total
242800,279,15,6,0,135,0,0,0,678,2018,242800,Total
242900,300,48,18,0,90,0,0,0,684,2018,242900,Total
243000,105,12,6,0,27,0,0,0,219,2018,243000,Total
243200,750,117,42,27,279,18,0,9,1641,2018,243200,Total
243300,189,33,9,0,147,15,0,0,582,2018,243300,Total
243400,621,87,18,9,174,0,0,0,1227,2018,243400,Total
243500,378,48,6,9,144,6,0,0,822,2018,243500,Total
243600,528,102,21,0,141,9,0,9,1110,2018,243600,Total
243700,72,15,0,12,60,0,0,0,330,2018,243700,Total
243800,183,12,6,0,75,0,0,0,468,2018,243800,Total
244000,369,54,6,39,231,15,0,0,1047,2018,244000,Total
244100,351,6,21,18,114,0,0,0,726,2018,244100,Total
244200,336,57,12,18,156,6,0,0,942,2018,244200,Total
244300,81,9,6,9,57,0,0,0,312,2018,244300,Total
244400,321,42,6,15,144,0,0,0,759,2018,244400,Total
244500,327,42,9,15,72,0,0,0,654,2018,244500,Total
244600,321,24,9,24,96,0,0,0,723,2018,244600,Total
244700,405,72,24,150,222,12,0,0,1359,2018,244700,Total
244800,423,72,6,21,177,6,0,0,1131,2018,244800,Total
244900,603,114,18,36,126,0,0,6,1203,2018,244900,Total
245000,327,36,18,144,84,0,0,0,999,2018,245000,Total
245100,429,48,12,18,210,6,0,6,1056,2018,245100,Total
245200,258,6,15,15,99,0,0,0,654,2018,245200,Total
245300,204,9,9,0,153,0,0,0,627,2018,245300,Total
245400,369,45,45,18,141,0,0,0,936,2018,245400,Total
245500,258,45,18,6,240,0,0,0,798,2018,245500,Total
245600,417,42,15,12,195,15,0,0,957,2018,245600,Total
245800,141,6,0,48,45,0,0,0,429,2018,245800,Total
245900,297,39,0,12,54,0,0,0,639,2018,245900,Total
246000,642,69,33,15,306,30,0,0,1512,2018,246000,Total
246100,462,66,6,9,279,9,0,0,1155,2018,246100,Total
246200,282,6,9,21,60,0,0,0,588,2018,246200,Total
246300,279,39,6,12,63,0,0,0,573,2018,246300,Total
246400,312,33,18,9,72,0,0,0,669,2018,246400,Total
246600,432,72,18,33,54,0,0,0,804,2018,246600,Total
246700,276,54,6,60,9,9,60,0,807,2018,246700,Total
246800,66,6,0,0,18,0,0,0,183,2018,246800,Total
246900,645,96,45,66,87,0,0,0,1224,2018,246900,Total
247000,711,105,30,48,78,0,0,0,1290,2018,247000,Total
247100,237,33,15,9,42,0,0,0,507,2018,247100,Total
247200,366,60,12,78,9,12,132,0,1023,2018,247200,Total
247300,519,78,30,24,69,0,0,6,990,2018,247300,Total
247400,435,57,0,48,42,0,0,0,834,2018,247400,Total
247500,129,15,9,18,0,0,0,0,387,2018,247500,Total
247600,483,39,39,0,324,0,0,0,1209,2018,247600,Total
247700,426,33,24,0,366,0,0,0,1155,2018,247700,Total
247800,543,60,27,0,456,6,0,9,1404,2018,247800,Total
247900,318,39,21,0,366,6,0,0,1017,2018,247900,Total
248000,381,51,21,0,207,6,0,6,885,2018,248000,Total
248100,825,69,78,246,39,15,0,12,1614,2018,248100,Total
248300,720,51,54,270,48,12,0,6,1494,2018,248300,Total
248400,600,39,39,213,147,24,0,15,1392,2018,248400,Total
248500,339,18,33,117,12,0,0,0,696,2018,248500,Total
248600,549,24,66,201,114,15,0,18,1311,2018,248600,Total
248700,465,24,36,273,12,0,0,6,1155,2018,248700,Total
248800,387,6,21,18,342,45,0,18,1128,2018,248800,Total
248900,360,21,21,183,114,12,0,9,1038,2018,248900,Total
249000,276,9,24,108,51,6,0,9,675,2018,249000,Total
249100,240,0,30,9,156,15,0,12,729,2018,249100,Total
249200,204,6,15,30,108,9,0,0,594,2018,249200,Total
249300,330,12,30,36,186,9,0,0,900,2018,249300,Total
249400,666,30,90,585,0,60,0,36,1908,2018,249400,Total
249500,678,72,75,378,21,18,0,21,1590,2018,249500,Total
249600,471,33,36,273,135,84,0,24,1449,2018,249600,Total
249700,747,96,81,417,9,12,0,27,1758,2018,249700,Total
249800,282,6,36,177,0,0,0,6,675,2018,249800,Total
249900,333,0,36,249,0,42,0,15,1074,2018,249900,Total
250000,441,18,54,93,177,57,0,9,1227,2018,250000,Total
250100,264,0,33,279,0,48,0,21,996,2018,250100,Total
250200,318,9,42,141,27,30,0,12,858,2018,250200,Total
250300,498,21,63,363,0,69,0,24,1857,2018,250300,Total
250400,666,54,60,570,0,54,0,24,1941,2018,250400,Total
250500,291,15,24,162,6,15,0,12,771,2018,250500,Total
250600,492,18,48,327,0,57,0,21,1425,2018,250600,Total
250700,48,9,0,45,0,6,0,0,489,2018,250700,Total
250800,402,15,30,381,0,57,0,33,1743,2018,250800,Total
250900,189,0,9,174,12,27,0,12,2295,2018,250900,Total
251000,12,0,0,0,0,0,0,0,390,2018,251000,Total
251100,120,0,6,102,0,15,0,24,975,2018,251100,Total
251200,204,0,12,213,0,87,0,27,1863,2018,251200,Total
251300,27,0,0,12,0,0,0,12,522,2018,251300,Total
251400,21,0,0,30,0,0,0,0,1293,2018,251400,Total
251500,297,9,18,186,0,36,0,24,1062,2018,251500,Total
251600,72,0,0,150,9,6,0,15,2100,2018,251600,Total
251700,78,0,0,102,0,21,0,9,1866,2018,251700,Total
251800,36,0,0,60,0,9,0,0,1071,2018,251800,Total
251900,300,6,18,312,0,60,0,18,1350,2018,251900,Total
252000,243,0,12,204,0,48,0,15,2043,2018,252000,Total
252100,90,6,6,147,0,30,0,6,1386,2018,252100,Total
252200,237,6,12,177,0,12,0,6,819,2018,252200,Total
252300,75,0,6,39,0,27,0,9,654,2018,252300,Total
252400,84,0,6,252,0,30,0,15,1290,2018,252400,Total
252500,288,6,15,324,0,129,0,33,2691,2018,252500,Total
252600,228,0,21,195,0,66,0,18,933,2018,252600,Total
252700,339,39,24,99,0,21,0,27,810,2018,252700,Total
252800,504,6,33,378,0,57,0,30,1437,2018,252800,Total
252900,129,0,0,276,0,54,0,12,912,2018,252900,Total
253000,255,6,12,519,0,93,0,21,1644,2018,253000,Total
253100,576,18,27,585,0,123,0,36,2106,2018,253100,Total
253200,165,0,12,126,0,21,0,9,519,2018,253200,Total
253300,420,6,18,474,0,108,0,6,1521,2018,253300,Total
253400,129,0,9,234,0,27,0,12,681,2018,253400,Total
253500,213,0,15,135,0,12,0,0,624,2018,253500,Total
253600,348,0,15,486,0,105,0,12,1548,2018,253600,Total
253700,240,0,6,300,0,45,0,12,1017,2018,253700,Total
253800,549,18,42,354,0,93,0,24,1515,2018,253800,Total
253900,216,0,9,132,0,39,0,0,603,2018,253900,Total
254000,630,27,21,342,0,87,0,27,1596,2018,254000,Total
254100,165,0,6,93,0,0,0,0,459,2018,254100,Total
254200,222,0,15,207,0,24,0,0,828,2018,254200,Total
254300,435,15,15,267,0,42,0,12,1167,2018,254300,Total
254400,285,6,18,174,0,9,0,0,762,2018,254400,Total
254500,183,0,12,72,0,9,0,0,465,2018,254500,Total
254600,300,6,12,63,0,18,0,6,633,2018,254600,Total
254700,273,0,6,141,0,57,0,9,732,2018,254700,Total
254800,558,33,21,246,0,93,0,18,1350,2018,254800,Total
254900,552,21,36,297,0,30,0,15,1404,2018,254900,Total
255100,651,27,39,240,0,39,0,21,1434,2018,255100,Total
255200,426,21,15,165,0,39,0,9,984,2018,255200,Total
255300,132,33,0,0,0,0,0,0,369,2018,255300,Total
255400,213,42,0,0,6,0,0,6,417,2018,255400,Total
255500,243,42,9,0,6,0,0,0,453,2018,255500,Total
255600,270,24,0,0,6,9,0,0,456,2018,255600,Total
255700,495,81,21,0,9,9,0,0,780,2018,255700,Total
255800,297,27,6,0,0,6,0,0,519,2018,255800,Total
255900,78,9,0,0,0,0,0,0,192,2018,255900,Total
256000,312,27,12,0,0,12,0,0,540,2018,256000,Total
256100,330,33,15,0,12,12,0,0,615,2018,256100,Total
256200,750,120,27,0,15,15,0,0,1215,2018,256200,Total
256300,486,72,9,0,0,9,0,6,801,2018,256300,Total
256400,402,24,12,0,0,9,0,0,636,2018,256400,Total
256500,204,30,0,0,0,0,0,24,645,2018,256500,Total
256600,213,24,0,0,6,0,0,9,459,2018,256600,Total
256700,201,24,12,0,0,0,0,0,342,2018,256700,Total
256800,258,54,0,0,30,0,0,0,645,2018,256800,Total
256900,327,51,0,0,45,0,0,0,666,2018,256900,Total
257000,183,30,0,0,9,0,0,9,468,2018,257000,Total
257100,426,51,6,0,36,9,0,0,777,2018,257100,Total
257200,75,6,0,0,9,0,0,0,318,2018,257200,Total
257300,183,15,6,0,51,0,0,9,531,2018,257300,Total
257400,105,18,0,0,24,0,0,21,420,2018,257400,Total
257500,303,9,0,0,123,0,0,0,675,2018,257500,Total
257700,336,48,9,0,90,9,0,0,813,2018,257700,Total
257800,156,21,9,0,21,0,0,18,603,2018,257800,Total
257900,243,45,6,0,51,18,0,0,648,2018,257900,Total
300300,417,57,21,0,0,18,0,18,993,2018,300300,Total
300500,264,18,9,0,0,39,0,0,540,2018,300500,Total
300600,261,24,12,0,0,24,0,0,576,2018,300600,Total
300700,240,30,0,0,0,6,0,0,483,2018,300700,Total
300800,357,45,12,0,0,24,0,0,699,2018,300800,Total
300900,339,18,0,0,0,6,0,0,762,2018,300900,Total
301000,330,42,18,0,0,0,0,0,702,2018,301000,Total
301100,474,66,45,0,0,36,0,0,852,2018,301100,Total
301200,471,69,54,0,0,57,0,0,918,2018,301200,Total
301300,537,111,27,0,0,48,0,0,996,2018,301300,Total
301500,279,57,15,0,0,0,0,9,753,2018,301500,Total
301600,615,123,6,0,0,9,0,0,1338,2018,301600,Total
301800,147,30,12,0,0,18,0,9,558,2018,301800,Total
302100,207,30,0,0,0,0,0,0,483,2018,302100,Total
302200,117,18,0,0,0,0,0,0,291,2018,302200,Total
302300,465,126,9,0,0,0,0,0,891,2018,302300,Total
302400,75,9,0,0,0,0,0,0,189,2018,302400,Total
302500,204,48,0,0,0,0,0,0,528,2018,302500,Total
302600,414,102,0,0,0,6,0,0,780,2018,302600,Total
302700,168,30,0,0,0,0,0,0,372,2018,302700,Total
302800,261,45,0,0,0,15,0,0,555,2018,302800,Total
302900,408,81,6,0,0,15,0,0,795,2018,302900,Total
303000,72,21,0,0,0,0,0,0,195,2018,303000,Total
303100,474,87,0,0,0,9,0,0,816,2018,303100,Total
303200,312,87,9,0,0,12,0,0,636,2018,303200,Total
303300,501,63,0,0,0,9,0,0,912,2018,303300,Total
303400,240,66,0,0,0,0,0,0,507,2018,303400,Total
303500,60,15,0,0,0,0,0,0,168,2018,303500,Total
303600,363,66,9,0,0,15,0,0,765,2018,303600,Total
303800,198,30,9,0,0,9,0,0,381,2018,303800,Total
304100,516,36,9,0,0,39,0,0,960,2018,304100,Total
304200,288,33,9,0,0,24,0,0,657,2018,304200,Total
304300,612,87,15,0,0,60,0,9,1053,2018,304300,Total
304400,483,63,9,6,0,33,0,9,855,2018,304400,Total
304500,570,54,27,0,0,27,0,0,1056,2018,304500,Total
304600,642,105,18,0,0,45,0,0,1152,2018,304600,Total
304700,51,0,0,0,0,0,0,0,216,2018,304700,Total
304800,378,51,9,0,0,57,0,9,933,2018,304800,Total
304900,297,24,6,0,0,30,0,9,528,2018,304900,Total
305000,423,48,0,9,0,24,0,0,744,2018,305000,Total
305100,564,99,6,0,0,18,0,6,945,2018,305100,Total
305200,228,30,0,0,0,24,0,0,471,2018,305200,Total
305300,351,51,6,0,0,60,0,9,1059,2018,305300,Total
305400,462,63,6,0,0,30,0,6,813,2018,305400,Total
305500,177,18,0,0,0,60,0,0,522,2018,305500,Total
305600,459,39,9,0,0,24,0,6,816,2018,305600,Total
305800,504,96,0,0,0,0,0,0,837,2018,305800,Total
305900,657,90,6,0,0,18,0,6,1053,2018,305900,Total
306000,663,87,15,0,0,36,0,0,1161,2018,306000,Total
306100,117,27,0,0,0,0,0,0,240,2018,306100,Total
306200,372,33,9,0,0,48,0,0,711,2018,306200,Total
306300,240,39,15,0,0,0,0,12,678,2018,306300,Total
306500,252,27,0,0,0,12,0,6,720,2018,306500,Total
306600,336,105,0,0,0,0,0,0,915,2018,306600,Total
306700,306,45,9,0,0,12,0,0,519,2018,306700,Total
306800,573,81,21,0,0,21,0,0,1134,2018,306800,Total
306900,249,57,0,0,0,0,0,0,516,2018,306900,Total
307000,294,69,21,0,0,0,0,0,771,2018,307000,Total
307100,648,111,0,0,0,9,0,0,1038,2018,307100,Total
307200,207,51,0,0,0,0,0,0,591,2018,307200,Total
307300,375,93,0,0,0,15,0,0,993,2018,307300,Total
307400,252,27,0,0,0,0,0,0,450,2018,307400,Total
307500,699,177,21,0,0,33,0,0,1311,2018,307500,Total
307600,504,93,12,0,0,15,0,0,927,2018,307600,Total
307700,405,42,15,0,0,9,0,0,678,2018,307700,Total
307800,549,108,15,0,0,21,0,0,1047,2018,307800,Total
307900,213,12,6,0,0,9,0,0,444,2018,307900,Total
308000,585,66,15,0,0,18,0,0,933,2018,308000,Total
308100,546,90,33,0,0,12,0,0,960,2018,308100,Total
308200,528,96,39,0,0,12,0,0,924,2018,308200,Total
308300,621,120,9,0,0,33,0,6,1047,2018,308300,Total
308400,612,108,18,0,0,24,0,9,1032,2018,308400,Total
308600,669,144,24,0,0,18,0,0,1155,2018,308600,Total
308800,303,69,18,0,0,12,0,6,771,2018,308800,Total
308900,414,81,21,0,0,48,0,6,903,2018,308900,Total
309000,69,9,0,0,0,0,0,12,255,2018,309000,Total
309200,267,66,24,0,0,18,0,0,570,2018,309200,Total
309300,216,63,24,0,0,6,0,0,462,2018,309300,Total
309400,396,105,54,0,0,24,0,0,819,2018,309400,Total
309500,120,21,27,0,0,0,0,0,240,2018,309500,Total
309600,63,18,0,0,0,0,0,0,225,2018,309600,Total
309700,99,27,0,0,0,0,0,15,372,2018,309700,Total
309800,114,30,27,0,0,9,0,0,282,2018,309800,Total
309900,135,24,0,0,0,0,0,6,333,2018,309900,Total
310000,246,9,6,0,0,0,0,0,366,2018,310000,Total
310100,309,21,24,0,0,6,0,0,492,2018,310100,Total
310200,153,24,9,0,0,0,0,0,270,2018,310200,Total
310300,144,21,15,0,0,6,0,0,312,2018,310300,Total
310400,180,21,9,0,0,12,0,0,348,2018,310400,Total
310500,243,39,12,0,0,9,0,0,459,2018,310500,Total
310600,189,63,9,0,0,9,0,0,411,2018,310600,Total
310700,306,102,12,0,0,0,0,0,594,2018,310700,Total
310800,147,21,0,0,0,0,0,0,273,2018,310800,Total
310900,156,36,6,0,0,0,0,0,285,2018,310900,Total
311000,84,30,0,0,0,0,0,6,255,2018,311000,Total
311100,48,18,0,0,0,0,0,9,354,2018,311100,Total
311300,192,18,6,0,0,39,0,0,732,2018,311300,Total
311400,237,45,9,0,0,0,0,0,450,2018,311400,Total
311500,570,87,57,0,0,45,0,0,1125,2018,311500,Total
311700,336,66,12,0,0,9,0,0,585,2018,311700,Total
311800,81,12,6,0,0,0,0,0,207,2018,311800,Total
311900,75,24,0,0,0,0,0,12,270,2018,311900,Total
312000,81,6,0,0,0,0,0,18,291,2018,312000,Total
312200,279,81,9,0,0,9,0,114,1107,2018,312200,Total
312300,177,30,0,0,0,12,0,0,498,2018,312300,Total
312400,186,69,9,0,0,0,0,6,594,2018,312400,Total
312500,165,39,15,0,0,0,0,0,543,2018,312500,Total
312600,57,12,0,0,0,0,0,0,186,2018,312600,Total
312700,144,36,6,0,0,0,0,6,513,2018,312700,Total
312800,327,54,0,0,0,0,0,0,735,2018,312800,Total
312900,222,36,0,0,0,12,0,0,516,2018,312900,Total
313000,57,9,0,0,0,0,0,0,192,2018,313000,Total
313100,117,15,0,0,0,0,0,9,351,2018,313100,Total
313200,261,42,0,0,0,6,0,0,573,2018,313200,Total
313300,291,63,0,0,0,0,0,0,729,2018,313300,Total
313400,291,45,0,0,0,0,0,0,750,2018,313400,Total
313500,243,36,0,0,0,0,0,24,597,2018,313500,Total
313600,174,18,0,0,0,0,0,0,483,2018,313600,Total
313700,315,60,0,0,0,0,0,0,699,2018,313700,Total
313800,171,39,0,0,0,0,0,0,441,2018,313800,Total
313900,228,36,0,0,0,0,0,0,489,2018,313900,Total
314000,426,75,9,0,0,9,0,0,810,2018,314000,Total
314100,198,21,0,0,0,0,0,0,378,2018,314100,Total
314200,222,0,0,0,0,6,0,0,459,2018,314200,Total
314300,108,27,0,0,0,0,0,0,351,2018,314300,Total
314500,381,63,9,0,0,18,0,0,693,2018,314500,Total
314600,411,36,6,0,0,9,0,0,771,2018,314600,Total
314700,252,27,0,0,0,0,0,6,498,2018,314700,Total
314800,504,99,0,0,0,0,0,0,1080,2018,314800,Total
314900,348,39,0,0,0,0,0,0,630,2018,314900,Total
315000,60,9,0,0,0,0,0,0,180,2018,315000,Total
315100,114,12,0,0,0,0,0,0,309,2018,315100,Total
315200,69,9,0,0,0,0,0,0,234,2018,315200,Total
315300,498,69,0,0,0,0,0,0,837,2018,315300,Total
315400,432,69,0,0,0,0,0,0,798,2018,315400,Total
315500,144,15,0,0,0,0,0,0,435,2018,315500,Total
315600,72,9,0,0,0,0,0,0,201,2018,315600,Total
315700,264,24,0,0,0,0,0,0,489,2018,315700,Total
315800,87,0,0,0,0,0,0,0,192,2018,315800,Total
315900,678,111,0,0,0,9,0,0,1110,2018,315900,Total
316000,195,0,0,0,0,0,0,0,303,2018,316000,Total
316100,324,12,0,0,0,0,0,0,552,2018,316100,Total
316200,318,33,0,0,0,0,0,0,546,2018,316200,Total
316500,15,0,0,0,0,0,0,0,105,2018,316500,Total
316600,321,48,0,0,0,0,0,0,585,2018,316600,Total
316800,123,0,0,0,0,0,0,0,258,2018,316800,Total
316900,417,51,0,0,0,0,0,0,678,2018,316900,Total
317000,222,24,0,0,0,0,0,0,489,2018,317000,Total
317100,90,12,0,0,0,0,0,0,207,2018,317100,Total
317200,156,18,0,0,0,0,0,0,342,2018,317200,Total
317300,489,54,0,12,0,0,0,0,807,2018,317300,Total
317400,786,171,0,6,0,0,0,0,1353,2018,317400,Total
317500,114,0,0,0,0,0,0,0,282,2018,317500,Total
317600,228,27,0,0,0,0,0,0,474,2018,317600,Total
317700,561,39,0,0,0,6,0,0,870,2018,317700,Total
317800,978,120,0,12,0,24,0,0,1656,2018,317800,Total
317900,960,102,0,9,0,48,0,6,1599,2018,317900,Total
318000,573,42,6,9,0,15,0,0,1008,2018,318000,Total
318100,411,54,0,0,0,0,0,0,645,2018,318100,Total
318200,168,6,0,0,0,0,0,0,285,2018,318200,Total
318300,699,66,0,15,0,21,0,0,1254,2018,318300,Total
318400,69,9,0,0,0,0,0,0,246,2018,318400,Total
318500,258,18,0,0,0,0,0,0,474,2018,318500,Total
318600,663,108,9,0,0,6,0,0,1095,2018,318600,Total
318700,468,27,0,6,0,0,0,0,771,2018,318700,Total
318800,372,21,0,0,0,0,0,0,669,2018,318800,Total
318900,318,15,0,0,0,6,0,0,549,2018,318900,Total
319000,408,39,0,18,0,9,0,0,783,2018,319000,Total
319200,702,87,6,15,0,36,0,0,1284,2018,319200,Total
319300,870,57,33,24,0,6,0,0,1299,2018,319300,Total
319400,273,12,0,0,0,0,0,0,465,2018,319400,Total
319500,609,36,0,15,0,12,0,0,969,2018,319500,Total
319600,729,66,0,6,0,0,0,0,1194,2018,319600,Total
319700,693,42,0,18,0,21,0,0,1221,2018,319700,Total
319800,234,21,0,0,0,0,0,0,393,2018,319800,Total
319900,645,27,0,15,0,48,0,0,1173,2018,319900,Total
320100,570,54,0,18,0,18,0,0,1044,2018,320100,Total
320200,717,39,0,33,0,54,0,0,1314,2018,320200,Total
320300,534,39,6,0,0,18,0,0,882,2018,320300,Total
320500,495,51,0,15,0,0,0,0,921,2018,320500,Total
320600,597,60,0,6,0,45,0,0,1101,2018,320600,Total
320700,543,27,0,30,0,66,0,0,1062,2018,320700,Total
320800,477,33,0,12,0,33,0,0,849,2018,320800,Total
320900,360,36,6,6,0,27,0,0,777,2018,320900,Total
321000,897,33,24,30,0,18,0,0,1407,2018,321000,Total
321100,1050,105,18,24,0,30,0,15,1740,2018,321100,Total
321200,189,0,0,24,0,6,0,0,471,2018,321200,Total
321300,708,135,0,6,0,12,0,0,1230,2018,321300,Total
321400,735,78,0,0,0,87,0,0,1341,2018,321400,Total
321500,330,33,0,0,0,27,0,0,678,2018,321500,Total
321600,651,132,0,6,0,6,0,0,1140,2018,321600,Total
321700,600,48,0,0,0,15,0,0,1002,2018,321700,Total
321800,408,0,0,39,0,18,0,0,855,2018,321800,Total
321900,555,63,0,0,0,18,0,6,930,2018,321900,Total
322000,246,0,0,15,0,6,0,0,459,2018,322000,Total
322100,570,63,0,9,0,39,0,0,1056,2018,322100,Total
322200,579,96,9,0,0,60,0,0,1170,2018,322200,Total
322300,39,0,0,0,0,0,0,0,96,2018,322300,Total
322400,441,27,0,6,0,51,0,0,936,2018,322400,Total
322500,117,0,0,0,0,0,0,0,180,2018,322500,Total
322600,366,54,0,0,0,51,0,0,849,2018,322600,Total
322700,414,0,0,24,0,27,0,0,798,2018,322700,Total
322800,285,24,0,0,0,6,0,0,483,2018,322800,Total
322900,171,9,0,0,0,0,0,0,288,2018,322900,Total
323000,558,60,0,6,0,72,0,0,1257,2018,323000,Total
323100,849,117,0,0,0,57,0,0,1479,2018,323100,Total
323200,195,6,0,6,0,27,0,0,492,2018,323200,Total
323300,603,12,6,39,0,48,0,0,1173,2018,323300,Total
323400,798,120,0,21,0,27,0,0,1425,2018,323400,Total
323600,264,9,0,0,0,0,0,0,444,2018,323600,Total
323700,804,120,6,6,0,0,0,0,1299,2018,323700,Total
323800,459,36,0,21,0,48,0,0,882,2018,323800,Total
323900,516,36,0,9,0,78,0,0,1134,2018,323900,Total
324000,522,78,0,0,0,0,0,0,864,2018,324000,Total
324100,192,12,0,0,0,0,0,0,315,2018,324100,Total
324300,570,66,0,0,0,6,0,0,963,2018,324300,Total
324400,696,6,0,75,0,84,0,0,1440,2018,324400,Total
324500,1026,171,6,42,0,12,0,0,1668,2018,324500,Total
324600,516,63,0,0,0,6,0,0,903,2018,324600,Total
324700,81,0,0,0,0,0,0,0,171,2018,324700,Total
324800,693,54,9,6,0,84,0,0,1395,2018,324800,Total
325000,684,84,0,15,0,33,0,0,1113,2018,325000,Total
325100,945,129,6,12,0,0,0,0,1500,2018,325100,Total
325200,186,0,0,0,0,18,0,0,411,2018,325200,Total
325300,1143,90,12,54,0,99,0,0,2007,2018,325300,Total
325400,864,150,0,15,0,15,0,0,1470,2018,325400,Total
325600,765,87,0,15,0,0,0,0,1185,2018,325600,Total
325700,66,0,0,0,0,0,0,0,399,2018,325700,Total
325800,384,21,0,6,0,78,0,0,1071,2018,325800,Total
325900,468,48,0,6,0,21,0,0,831,2018,325900,Total
326000,279,21,0,0,0,0,0,0,489,2018,326000,Total
326100,471,9,0,24,0,57,0,0,933,2018,326100,Total
326300,759,123,6,21,0,15,0,0,1299,2018,326300,Total
326500,408,48,0,6,0,6,0,0,759,2018,326500,Total
326700,576,57,15,12,0,12,0,0,1017,2018,326700,Total
326800,366,15,6,0,0,27,0,0,723,2018,326800,Total
326900,687,51,0,12,0,90,0,0,1245,2018,326900,Total
327000,336,9,6,12,0,60,0,0,870,2018,327000,Total
327100,15,0,0,0,0,0,0,0,147,2018,327100,Total
327200,882,126,0,6,0,9,0,0,1446,2018,327200,Total
327300,435,87,0,0,0,0,0,0,741,2018,327300,Total
327400,561,24,6,12,0,84,0,0,1113,2018,327400,Total
327500,492,66,0,6,0,0,0,0,840,2018,327500,Total
327600,771,81,15,15,0,132,0,0,1512,2018,327600,Total
327700,753,93,0,15,0,63,0,0,1317,2018,327700,Total
327800,219,15,0,0,0,9,0,0,426,2018,327800,Total
327900,1056,33,15,93,0,93,0,0,1980,2018,327900,Total
328000,531,87,0,6,0,6,0,0,954,2018,328000,Total
328200,429,57,0,0,0,60,0,0,807,2018,328200,Total
328300,531,48,0,6,0,0,0,0,891,2018,328300,Total
328400,558,57,0,9,0,0,0,0,891,2018,328400,Total
328500,477,33,0,6,0,21,0,0,891,2018,328500,Total
328600,585,39,9,21,0,0,0,0,951,2018,328600,Total
328700,201,6,0,0,0,27,0,0,438,2018,328700,Total
328800,12,0,0,0,0,0,0,0,75,2018,328800,Total
328900,834,27,0,60,0,39,0,9,1464,2018,328900,Total
329000,147,6,0,0,0,0,0,0,336,2018,329000,Total
329100,747,72,0,27,0,159,0,0,1458,2018,329100,Total
329200,564,72,6,6,0,105,0,0,1143,2018,329200,Total
329300,363,39,0,0,0,0,0,0,618,2018,329300,Total
329400,420,15,0,6,0,36,0,0,780,2018,329400,Total
329500,474,54,0,9,0,33,0,0,819,2018,329500,Total
329600,273,15,0,0,0,6,0,0,489,2018,329600,Total
329700,519,27,0,15,0,84,0,0,1080,2018,329700,Total
329800,468,45,6,0,0,6,0,0,771,2018,329800,Total
329900,369,24,0,15,0,12,0,0,723,2018,329900,Total
330000,447,63,0,0,0,27,0,0,876,2018,330000,Total
330100,681,75,0,27,0,6,0,0,1119,2018,330100,Total
330200,633,90,0,9,0,6,0,0,1146,2018,330200,Total
330300,627,105,0,15,0,87,0,0,1308,2018,330300,Total
330400,600,69,6,9,0,15,0,0,951,2018,330400,Total
330500,426,45,6,0,0,36,0,0,822,2018,330500,Total
330600,420,39,0,21,0,126,0,0,954,2018,330600,Total
330800,492,69,0,18,0,99,0,0,1044,2018,330800,Total
330900,198,18,0,0,0,36,0,0,438,2018,330900,Total
331000,210,12,0,0,0,0,0,0,378,2018,331000,Total
331100,624,45,12,6,0,6,0,0,1062,2018,331100,Total
331200,492,48,0,0,0,57,0,0,930,2018,331200,Total
331300,684,93,0,0,0,135,0,0,1410,2018,331300,Total
331400,465,66,0,0,0,63,0,0,906,2018,331400,Total
331500,48,0,0,0,0,0,0,0,135,2018,331500,Total
331700,663,99,0,0,0,15,0,0,1149,2018,331700,Total
331800,174,18,0,0,0,9,0,0,372,2018,331800,Total
331900,453,69,0,12,0,12,0,0,831,2018,331900,Total
