,area,max_students,sector,latitude,longitude,age_min,age_max
1038,127300,475,primary,-36.809854795279065,174.74264679379672,5,11
1039,117600,714,secondary,-36.71520267028629,174.7271377415844,11,13
1040,136500,190,secondary,-36.91815502831721,174.68128339947938,8,15
1041,111800,33,primary,-36.15477494008357,175.39410116441186,5,13
1042,145000,482,primary,-36.920218733902914,174.78376335951833,5,11
1043,127100,54,primary,-36.79772750966285,174.7471578533033,5,11
1044,164000,589,primary,-37.073485476354776,174.95039350760632,5,13
1045,198000,183,primary,-37.99619274807837,176.23449056430732,5,13
1046,139200,385,primary,-36.858028868668185,174.81529976103124,5,13
1047,145200,361,primary,-36.90731344688214,174.80094111457757,5,11
1048,129600,562,primary,-36.913250650911195,174.62032335578527,5,11
1049,162700,48,primary,-36.97777864243573,175.22553486375386,5,13
1050,113000,420,primary,-36.57997006683701,174.68748079854927,5,11
1051,112700,436,primary,-36.58600014472004,174.67821171403025,5,11
1052,360400,25,primary,-46.185791441729236,168.762521911466,5,13
1053,150300,187,secondary,-36.936132674468446,174.84693149631494,11,13
1054,150100,535,primary,-36.94208003835513,174.83962206832763,5,11
1055,140800,220,primary,-36.89728342768756,174.7704610460859,5,11
1056,135500,442,primary,-36.89595760178292,174.715729582129,5,11
1057,152000,886,primary,-36.899185965277276,174.92559136994893,5,11
1058,165300,114,primary,-37.167049895592925,174.9021138755897,5,13
1059,149800,526,primary,-36.915741515370414,174.88163324016406,5,11
1060,149800,150,secondary,-36.915411118469656,174.87640389388548,11,13
1061,149500,238,primary,-36.92658048050296,174.85394361209822,5,11
1062,147100,238,primary,-36.90138206436079,174.86383527649448,5,13
1063,146500,123,primary,-36.90094090687365,174.84192131884703,5,13
1064,163100,420,primary,-37.06751759748651,174.9364212811092,5,11
1065,163600,141,secondary,-37.06523165747581,174.95340113960756,11,13
1066,163700,184,primary,-37.07474584404264,174.93716862173173,5,13
1067,166400,32,primary,-37.14608598590541,175.12679035725822,5,13
1068,154900,805,primary,-36.97404154226092,174.8634033478058,5,11
1069,143000,651,primary,-36.858134695743,174.86082880097797,5,13
1070,155600,496,primary,-36.972736856322406,174.87589003274903,5,11
1071,154100,387,secondary,-36.96141819041223,174.85550457245742,11,13
1072,153300,804,primary,-36.97101537263837,174.83601868563866,5,11
1073,165500,283,primary,-37.195158902022044,174.89624573611337,5,13
1074,165900,710,primary,-37.211867625388834,174.89285997534307,5,11
1075,155900,559,primary,-36.987818435064646,174.85251612503248,5,11
1076,154800,687,primary,-36.97860727292335,174.84793620612268,5,11
1077,256300,456,primary,-40.948923580730174,175.67832405018808,5,13
1078,112200,214,primary,-36.66247109182285,174.43303189967097,5,13
1079,116600,52,primary,-36.75520087975469,174.64843405261007,5,11
1080,163700,159,primary,-37.08532269175224,174.9383340262931,5,11
1081,165900,166,secondary,-37.21599709116233,174.89789138939082,8,15
1082,137400,528,primary,-36.85513596324997,174.78764223312893,5,13
1083,129900,225,secondary,-36.865070207888834,174.71770251578806,11,13
1084,163800,325,primary,-37.186592787153295,174.83259221430018,5,11
1085,148300,620,primary,-36.88227952224778,174.90746813024202,5,11
1086,129200,646,primary,-36.860520749599814,174.70492000021832,5,11
1087,146300,619,primary,-36.882311589039944,174.8671334261188,5,13
1088,124900,510,primary,-36.860568811038675,174.62652352029713,5,11
1089,131200,315,secondary,-36.84754913629794,174.74030407092613,11,13
1090,130200,435,primary,-36.842162794360824,174.7391143747295,5,11
1091,186000,164,primary,-38.059985022806565,175.78007774934338,5,11
1092,141800,728,primary,-36.862243946454726,174.84151388000234,5,13
1093,130900,343,primary,-36.91520125064338,174.64080897965707,5,11
1094,156500,666,primary,-36.98664640280324,174.86637325773472,5,11
1095,170600,108,primary,-37.341488402264176,174.9866539673916,5,11
1096,165400,159,primary,-37.18488653583521,174.94467523646958,5,11
1097,165700,451,secondary,-37.20332615747326,174.90214243130845,11,13
1098,164600,208,primary,-37.1429695867794,174.97308882842233,5,13
1099,126400,243,secondary,-36.86775032842756,174.645151587569,11,13
1100,123800,337,primary,-36.86594735660094,174.60447029687802,5,11
1101,112000,45,primary,-36.25674741134794,175.47269328850572,5,13
1102,164200,205,primary,-37.07034896417265,174.9709747772822,5,13
1103,157900,668,primary,-36.98524863798009,174.8901029637356,5,13
1104,141000,548,secondary,-36.88540852523012,174.8000792879164,11,13
1105,141000,608,primary,-36.882136195760225,174.79283219776738,5,11
1106,131200,350,primary,-36.8560772393768,174.7409517035778,5,11
1107,115900,512,primary,-36.7534687271453,174.59451333139648,5,13
1108,151500,93,primary,-36.919821501736,174.89017560010745,5,11
1109,142300,236,secondary,-36.923169547097324,174.74290755374955,11,13
1110,149000,123,primary,-36.91488760217679,174.86259336161834,5,11
1111,151200,523,primary,-36.968460004733295,174.810217742888,5,13
1112,155800,195,primary,-36.96784182685149,174.8884865696934,5,11
1113,105000,40,primary,-35.37834072014537,174.31688074541964,5,13
1114,116400,225,primary,-36.81987485934861,174.54454521616938,5,13
1115,158700,546,primary,-37.02649787346949,174.86209661245243,5,11
1116,130600,460,primary,-36.88892346586061,174.68666065858756,5,11
1117,163700,309,secondary,-37.07590095977378,174.93620413117165,8,15
1118,163700,260,secondary,-37.077840885449284,174.93461736261264,11,13
1119,160000,619,primary,-37.02404693391686,174.876150057607,5,11
1120,142600,565,primary,-36.90851540970095,174.77377275457957,5,11
1121,151900,321,primary,-36.9453656606432,174.84782424827407,5,13
1122,120900,324,primary,-36.83044636441109,174.6177798088207,5,13
1123,146300,111,primary,-36.887647556428426,174.8609153524958,5,13
1124,124800,396,primary,-36.85207211351577,174.6480647636203,5,11
1125,164400,369,primary,-37.240258646073954,174.7230948294853,5,13
1126,154300,512,primary,-36.90748475222822,174.9452694123105,5,11
1127,117700,492,primary,-36.71597811743974,174.72957512387367,5,11
1128,113600,871,primary,-36.60649024072958,174.67970017982472,5,11
1129,147000,360,secondary,-36.89331358152947,174.86510438118628,8,15
1130,138900,284,primary,-36.92027740456594,174.69891117623914,5,11
1131,129900,308,primary,-36.87046650523365,174.70851966277243,5,11
1132,142700,241,primary,-36.852421263911694,174.85006486870418,5,11
1133,153500,235,primary,-36.96044780089015,174.86861652471296,5,13
1134,120500,312,primary,-36.73804446800383,174.74318006424434,5,11
1135,134400,52,primary,-36.86747775166736,174.73989237465284,5,13
1136,145000,220,primary,-36.92314695843371,174.78856601003116,5,13
1137,141900,82,primary,-36.86319386996082,174.82083051534818,5,11
1138,165800,351,primary,-37.19568899077869,174.9006909044976,5,13
1139,126600,432,primary,-36.79103914791409,174.76153838485547,5,11
1140,130500,456,primary,-36.898230383218895,174.6622610690038,5,11
1141,133000,66,primary,-36.82498915364392,174.79678677533988,5,11
1142,149200,195,primary,-36.900947622272135,174.8965072443851,5,11
1143,163100,258,primary,-37.071840053048774,174.93642530071202,5,13
1144,135000,186,primary,-36.90278921201404,174.6933831821675,5,13
1145,144200,396,primary,-36.89515888565464,174.803842792202,5,11
1146,127300,356,primary,-36.80901922937276,174.73849790088346,5,11
1147,142300,205,primary,-36.929205967494,174.74159748538491,5,11
1148,139400,259,primary,-36.8729318731173,174.78429209800848,5,11
1149,147100,105,primary,-36.902425307707325,174.8573810628215,5,13
1150,144700,112,primary,-36.87107174943387,174.85385920519553,5,13
1151,140400,88,primary,-36.90848452171991,174.7492538801695,5,13
1152,101800,73,secondary,-35.041625250271636,173.8955916516637,5,19
1153,145300,596,primary,-36.89547620269643,174.83109476031143,5,13
1154,131400,237,primary,-36.82576362864609,174.78423315479725,5,11
1155,114600,694,primary,-36.62340692153066,174.7284710199585,5,11
1156,153700,444,primary,-36.9196592472117,174.92416674074158,5,11
1157,128500,646,primary,-36.88034711403709,174.65137723503764,5,11
1158,148400,526,primary,-36.901612956400804,174.88372463589155,5,13
1159,167800,253,primary,-37.15526504491071,175.55971337841075,5,13
1160,125600,376,primary,-36.790375432162904,174.74350959008467,5,11
1161,121300,486,primary,-36.75186825451555,174.74288398073162,5,11
1162,127500,434,primary,-36.89220540878583,174.63532697102778,5,11
1163,150800,564,primary,-36.95645344088404,174.82213899450736,5,13
1164,122000,573,primary,-36.86467603568373,174.581194838698,5,13
1165,147400,552,primary,-36.913057455826376,174.83597317487227,5,13
1166,162000,430,primary,-37.03878424904203,174.92495582477747,5,13
1167,126600,357,secondary,-36.78790407745643,174.7550664656497,11,13
1168,126800,456,primary,-36.787047702758436,174.76830330225192,5,11
1169,178700,722,primary,-37.79279077677029,175.24980428203563,5,11
1170,147000,240,primary,-36.89446511469125,174.86456591881327,5,13
1171,121500,432,primary,-36.76289549834492,174.73347010871754,5,11
1172,124500,271,secondary,-36.8398177418248,174.65323402085932,11,13
1173,124500,507,primary,-36.832681984647195,174.6513856334023,5,11
1174,161400,206,primary,-37.114944872175236,174.8333019206761,5,13
1175,170100,22,primary,-37.31284193521146,174.84539618241766,5,11
1176,145200,310,primary,-36.91564925084035,174.80015524105434,5,11
1177,141200,501,primary,-36.90825707734008,174.75962779462478,5,11
1178,187300,152,secondary,-38.31471363794821,175.11692279984695,5,19
1179,134700,482,primary,-36.93757140826058,174.65287635721896,5,11
1180,117900,634,primary,-36.70489118102434,174.74535995010842,5,11
1181,170000,252,primary,-37.26549281331526,174.93974460386582,5,11
1182,165800,490,primary,-37.196683495186036,174.91307154243916,5,11
1183,130700,278,primary,-36.81740309426003,174.8030096887135,5,11
1184,125200,234,primary,-36.80194950266481,174.71350108576127,5,11
1185,140500,567,primary,-36.865933810889075,174.79861636598685,5,11
1186,164500,162,primary,-37.246229261344666,174.73176771950847,5,13
1187,159800,390,primary,-37.13905738662059,174.7522353809886,5,13
1188,114200,826,primary,-36.77048174172986,174.49046184909304,5,13
1189,112500,320,primary,-36.60705612532605,174.59168850358304,5,13
1190,110700,92,primary,-36.54224453871217,174.29706909782095,5,13
1191,164400,164,primary,-37.21410468690889,174.67576335013138,5,13
1192,122600,172,secondary,-36.75951979816288,174.74273905788615,11,13
1193,124600,218,secondary,-36.777805740315436,174.73350040863642,8,15
1194,118000,530,primary,-36.85207434730933,174.54074773187824,5,13
1195,112500,220,primary,-36.63549816475714,174.54997480880382,5,13
1196,164800,501,primary,-37.25704965822918,174.73173591630143,5,13
1197,149200,748,primary,-36.896352045075446,174.89428504261218,5,11
1198,256200,277,primary,-40.9629392393373,175.6450368378767,5,11
1199,111100,520,primary,-36.397118320563195,174.65701370391972,5,11
1200,146100,481,primary,-36.9430878116358,174.77267611788278,5,11
1201,139100,88,secondary,-36.903340010574816,174.73116131289527,11,13
1202,137900,174,primary,-36.89932285766075,174.7281466419653,5,11
1203,119800,477,primary,-36.822862037615685,174.62222327718356,5,13
1204,126900,723,primary,-36.88284876357298,174.6168475736153,5,11
1205,160200,138,secondary,-37.03587632507689,174.86702010669165,11,13
1206,160700,536,primary,-37.04624005716045,174.86509743593228,5,11
1207,115200,802,primary,-36.63575583275897,174.7555393635498,5,11
1208,117000,495,primary,-36.79239870109618,174.6193204648811,5,13
1209,126200,710,primary,-36.79676726307553,174.73458401137853,5,11
1210,129300,127,secondary,-36.8000050410545,174.78689528306606,8,15
1211,123300,283,primary,-36.78997300612057,174.7111799967325,5,11
1212,158400,336,primary,-37.00069552945272,174.88592980239247,5,13
1213,113200,62,primary,-36.74237520037116,174.43851605451374,5,13
1214,134600,441,primary,-36.946212828941775,174.63026423318937,5,11
1215,151900,176,primary,-36.95070378823574,174.8568531379213,5,11
1216,155700,277,primary,-36.965437805583655,174.8773213392157,5,11
1217,158000,596,primary,-36.9785823131817,174.90127438954258,5,11
1218,330200,52,primary,-43.51054724616801,172.72509965884393,5,13
1219,225300,111,primary,-39.93942439059477,175.02396137399518,5,13
1220,106800,530,primary,-35.70346450082167,174.31424626304232,5,11
1221,102800,441,primary,-35.20814545314656,173.96971394931796,5,11
1222,134600,220,secondary,-36.95245077696259,174.6411668522898,5,19
1223,134100,171,secondary,-36.85454928031013,174.76252806707043,14,19
1224,186700,37,primary,-38.22457597619647,175.87748630708373,5,13
1225,210500,152,primary,-39.6415140103765,176.8400880843344,5,13
1226,341000,159,secondary,-44.404589283645144,171.22885860210894,5,19
1227,238500,193,primary,-40.93742822103762,174.9852691980297,5,13
1228,207800,150,secondary,-39.04077184856917,177.41854674226954,5,19
1229,244000,325,secondary,-41.217161309897136,174.88659459145248,5,19
1230,223100,31,primary,-39.41442827090626,175.39165453232837,5,13
1231,329200,190,secondary,-43.564617535680206,172.61270162027694,5,19
1232,161000,93,primary,-37.02395005199317,174.92258662391546,5,13
1233,361900,313,primary,-46.40639222933878,168.38467848237752,5,13
1234,302800,297,primary,-41.3372086179976,173.19364138707735,5,13
1235,251800,21,secondary,-41.29307304236807,174.77904349466763,8,15
1236,350000,302,primary,-45.87483556786683,170.36075388158505,5,11
1237,358800,63,primary,-46.29098317194842,168.09558501911556,5,11
1238,256100,364,primary,-40.9451855533092,175.64763166269864,5,11
1239,233200,330,primary,-40.19920689955633,176.10854064708565,5,13
1240,187200,48,primary,-38.563309683510646,174.98630463416097,5,11
1241,207800,235,primary,-39.03705799348576,177.4248418867083,5,11
1242,185700,13,primary,-38.19318758683296,175.61402734276396,5,13
1243,113300,318,primary,-36.61342944557267,174.6780861129436,5,11
1244,104400,93,secondary,-35.33987853486067,174.23475710501904,5,19
1245,207800,160,primary,-39.043449522992624,177.4207851234584,5,11
1246,202300,345,primary,-37.99478325600076,176.8969590578152,5,13
1247,204900,128,secondary,-37.89147579841376,178.32112234316924,5,19
1248,210800,165,secondary,-39.64365181571695,176.85636711204344,5,19
1249,207600,13,primary,-38.77082017627769,177.41085765542323,5,13
1250,207900,78,primary,-39.08697006326686,177.91989475908616,5,13
1251,187400,73,primary,-38.3353253922717,175.17499961134214,5,13
1252,207400,70,primary,-39.117077634936386,177.19108620511423,5,13
1253,207500,26,primary,-38.82365092859645,177.1512647013856,5,13
1254,220500,178,primary,-39.32505080367988,173.8020749927645,5,13
1255,177900,709,primary,-37.78858418475659,175.2438552989651,5,11
1256,202900,392,primary,-37.96826595605996,176.98346640491982,5,11
1257,186600,156,primary,-38.2366745419662,175.8829265169526,5,13
1258,199100,92,primary,-38.13242451041339,176.20716443055633,5,11
1259,202700,428,primary,-37.95632061166992,176.9893410304316,5,11
1260,195800,496,primary,-37.67564905357044,176.23224310873374,5,11
1261,177300,325,primary,-37.75458669941396,175.27731956178025,5,11
1262,193100,380,primary,-37.67951188681476,176.12563238202583,5,11
1263,181200,468,secondary,-37.80183390883819,175.32651155829998,11,14
1264,172000,182,primary,-37.661516400213785,175.16138785646805,5,13
1265,193000,493,primary,-37.69124531546189,176.10851102570678,5,11
1266,201800,90,primary,-38.511096642281785,176.33363256279716,5,11
1267,193400,288,primary,-37.69116351178773,176.13293323028645,5,11
1268,182800,432,primary,-37.88360918529001,175.47108062722666,5,11
1269,325000,8,secondary,-43.553499936917866,172.59265552590787,8,15
1270,150000,339,primary,-36.962374641938176,174.8112577418501,5,13
1271,240300,319,secondary,-41.12049771479343,174.87958256123946,5,19
1272,195500,116,primary,-37.67686894146321,176.22681711883993,5,11
1273,350300,18,secondary,-45.884428380654214,170.3530476883521,5,19
1274,119600,465,primary,-36.82670767070433,174.6058451750222,5,11
1275,204500,22,primary,-37.94761507440192,177.49325870637512,5,13
1276,246900,140,secondary,-41.25266045281505,174.93454875515235,11,13
1277,246900,188,primary,-41.254089992384564,174.93612847612687,5,11
1278,107300,198,primary,-35.746998272950215,174.30264209891416,5,13
1279,358400,70,primary,-46.1525634995984,168.14942209919712,5,13
1280,256700,100,secondary,-40.960465460612106,175.6686744267383,5,19
1281,158400,88,secondary,-37.00103472096354,174.87704170599952,5,19
1282,175000,200,primary,-37.81741804830318,175.76473166963004,5,11
1283,182700,418,secondary,-37.88627881665309,175.46276288501042,11,14
1284,183200,376,primary,-37.895876508008065,175.46763120498932,5,11
1285,186800,36,primary,-38.24160328841896,175.86690037557491,5,11
1286,183700,583,primary,-37.91647172308785,175.4745548667084,5,11
1287,166500,32,primary,-36.628404189384334,175.47234178032403,5,13
1288,167400,31,primary,-36.92454472127045,175.69813433415945,5,13
1289,186400,108,primary,-38.22768798706157,175.8538042908051,5,11
1290,174000,517,primary,-37.64976057392301,175.52316768020978,5,11
1291,180400,336,primary,-37.819970946298426,175.27487094022297,5,11
1292,202200,207,primary,-37.96930670821989,176.82765327589175,5,13
1293,173600,163,primary,-37.523572238279954,175.6382816873973,5,13
1294,177800,411,secondary,-37.762530254722115,175.28368941416494,11,13
1295,178200,344,primary,-37.764536987086785,175.28479399897435,5,11
1296,192100,440,primary,-37.79725841904361,176.32199880257104,5,11
1297,179100,244,primary,-37.770321285242744,175.29568952045392,5,13
1298,177400,331,primary,-37.77055130616453,175.2563192319603,5,11
1299,170900,122,primary,-37.673318173483025,175.07498764137293,5,13
1300,200500,348,primary,-38.149288111002576,176.2452601809259,5,11
1301,180900,399,primary,-37.81662698611688,175.2915035208112,5,11
1302,169200,103,secondary,-37.37052290884498,175.67409435710303,8,15
1303,182300,385,primary,-37.84285940237571,175.47152112285588,5,11
1304,172300,253,primary,-37.666616589931536,175.30888386231197,5,13
1305,194700,727,primary,-37.73290193199648,176.12735618723258,5,11
1306,195200,424,primary,-37.72753959571041,176.13350263901734,5,11
1307,179700,465,primary,-37.78660076282071,175.290103354942,5,11
1308,176400,174,secondary,-37.75453533466536,175.25497411516983,8,15
1309,179800,686,primary,-37.79916570393988,175.28310849556058,5,13
1310,182000,201,primary,-37.860604529263334,175.42568810163297,5,13
1311,185200,34,primary,-38.1038546091491,174.92902061124818,5,13
1312,167900,57,primary,-37.071677367561236,175.7741842836845,5,13
1313,168300,116,primary,-37.29538527211301,175.65748859832044,5,13
1314,201400,211,secondary,-38.13758483058165,176.2966513646105,11,13
1315,181200,625,primary,-37.80192033911565,175.32073739227704,5,11
1316,189100,614,primary,-38.700929686410944,176.0929369476178,5,13
1317,174800,174,primary,-37.88037967979344,175.7580084681386,5,11
1318,184900,40,primary,-37.981745897083194,175.62574625488136,5,13
1319,200600,62,primary,-38.23898912160305,176.17197484650876,5,13
1320,172600,253,primary,-37.70137504974363,175.2041413956392,5,13
1321,175600,416,primary,-37.699950453513445,175.24852777191745,5,13
1322,203400,66,secondary,-38.606485939152144,176.95785676984778,5,19
1323,176900,792,primary,-37.74745882908838,175.2783280735729,5,11
1324,188400,321,primary,-38.67732285946872,176.06124528198117,5,13
1325,171500,226,primary,-37.55500914941134,175.1624078734457,5,13
1326,171500,128,primary,-37.55983971708986,175.15021090603673,5,13
1327,178400,326,primary,-37.76117628113327,175.2958801476332,5,11
1328,189800,8,primary,-38.87602041544673,176.36773330209402,5,13
1329,202600,198,primary,-37.9599951552791,176.97146144756636,5,11
1330,169000,42,primary,-37.372193604556436,175.42049715453652,5,13
1331,191300,85,primary,-37.812506896156044,176.0253827522575,5,13
1332,203600,57,primary,-38.40744502563358,176.56947311464998,5,13
1333,181800,135,primary,-37.88740827122269,175.38666976293166,5,13
1334,199000,210,secondary,-38.12589556678953,176.22224599896552,11,13
1335,194800,108,secondary,-37.7115284156309,176.1559568816127,8,15
1336,169300,43,primary,-37.42207349067149,175.723415826535,5,13
1337,191000,309,primary,-37.63635343056209,176.04255431338706,5,13
1338,190600,546,primary,-37.55077524662557,175.9218552283178,5,11
1339,198800,292,primary,-38.108813406621174,176.234125650287,5,11
1340,203900,343,primary,-38.09647421665546,176.70072826166097,5,11
1341,185100,58,primary,-38.0612325972087,174.8209324635346,5,13
1342,198900,98,secondary,-38.11685525141368,176.22387643256346,8,15
1343,166700,116,primary,-36.75438096441161,175.59674251432054,5,13
1344,166500,16,primary,-36.668579036766474,175.55023845143705,5,13
1345,168900,67,primary,-37.29681974667291,175.54045977302366,5,13
1346,184800,152,primary,-38.041211287749924,175.35478253247607,5,13
1347,171500,348,primary,-37.54309726844462,175.17196719205535,5,13
1348,186900,10,primary,-38.158761262063486,174.8224231424909,5,13
1349,185400,128,primary,-38.16204365288577,175.27658691965956,5,13
1350,173800,30,primary,-37.73951191700737,175.5833877822706,5,11
1351,180600,662,primary,-37.79347694303218,175.30954955473956,5,11
1352,168800,22,primary,-37.21974098866058,175.5060972349905,5,13
1353,184700,146,primary,-38.14397764397672,175.4090354509315,5,13
1354,178600,212,primary,-37.83161994503386,175.20668452822548,5,13
1355,187900,110,primary,-38.88127431487461,175.6746003445276,5,13
1356,204000,21,primary,-38.04363193133055,177.1478759374565,5,13
1357,201700,74,primary,-38.317174110387796,176.49409224840466,5,13
1358,198700,6,primary,-38.041998909272614,176.54722344338575,5,13
1359,201500,643,primary,-38.14504596649244,176.28356753136404,5,11
1360,169200,133,primary,-37.37172571383099,175.67309611200423,5,13
1361,191100,307,primary,-37.67234666232528,176.03241166292057,5,13
1362,178000,374,secondary,-37.77878261352106,175.26092360893395,11,13
1363,185600,91,primary,-38.21701084167976,175.38661432681113,5,13
1364,192300,30,primary,-37.76166730745715,176.4565704283014,5,11
1365,200200,266,primary,-38.14635341368186,176.2350031029082,5,11
1366,197800,123,primary,-38.09884354741154,176.07926918865695,5,13
1367,166800,118,secondary,-36.851354067095805,175.47823398310865,5,19
1368,174300,87,primary,-37.633213833439314,175.76360173079865,5,13
1369,204200,56,primary,-37.87306617118196,177.5839107085472,5,13
1370,187700,141,primary,-38.54395465771189,175.81933802362593,5,13
1371,203500,25,primary,-38.259229256745655,177.10966849133808,5,13
1372,190800,33,primary,-37.60941865944281,176.08306423928403,5,13
1373,175000,216,secondary,-37.81567494761046,175.76585906455216,11,13
1374,174900,457,primary,-37.811770680670264,175.77688828440074,5,11
1375,173300,193,primary,-37.80298664446541,175.39345528931435,5,11
1376,195000,199,primary,-37.69671057617995,176.193961141211,5,13
1377,202000,90,primary,-37.89361769639535,176.75955049763795,5,13
1378,168000,90,primary,-37.20726121397915,175.6030208046297,5,13
1379,192900,524,primary,-37.664586553527265,176.12942638280953,5,11
1380,195900,543,primary,-37.721436148804806,176.1728619567466,5,11
1381,180300,150,secondary,-37.81374423244002,175.28068847559425,11,13
1382,308900,14,primary,-42.33439915905358,173.70492210724373,5,13
1383,180100,207,primary,-37.813683434109564,175.28405417243053,5,11
1384,195300,188,primary,-37.72081774163588,176.14318612660387,5,11
1385,201800,27,primary,-38.470847554828204,176.29744842302122,5,11
1386,167600,175,primary,-37.12951951521756,175.5323111378628,5,13
1387,173900,186,secondary,-37.64733777916971,175.53477042384364,11,13
1388,174000,204,primary,-37.65391888241806,175.52764371550614,5,11
1389,173800,20,primary,-37.685891375603276,175.47141165542072,5,11
1390,188900,322,primary,-38.6834056918206,176.0921662505142,5,13
1391,194900,435,secondary,-37.66567972449107,176.2123668298758,11,13
1392,193700,463,primary,-37.649308908543524,176.19905201314492,5,11
1393,177200,463,primary,-37.77931271962916,175.2410550508829,5,11
1394,169100,156,primary,-37.340356368148555,175.60925116138856,5,13
1395,180800,158,primary,-37.7765050957783,175.3591359084068,5,11
1396,181500,199,primary,-37.89838312813267,175.20532090978594,5,13
1397,222400,140,primary,-38.82238417123488,175.31513360438683,5,13
1398,201600,61,primary,-38.32176011728866,176.19321933075517,5,13
1399,222400,42,primary,-38.8854468325688,175.41642989314647,5,13
1400,172100,82,primary,-37.670371808294654,175.15165762628925,5,13
1401,168900,367,primary,-37.27499544682381,175.4931920808243,5,13
1402,173300,111,primary,-37.79872639242123,175.47860863943185,5,13
1403,198200,381,primary,-38.079541550196986,176.20872178712855,5,11
1404,185300,44,primary,-38.07683261307422,175.11579689556868,5,13
1405,204100,100,primary,-38.126774275262385,177.12640979863582,5,13
1406,181800,219,primary,-37.90625562139639,175.31555560521147,5,13
1407,313700,111,primary,-43.24645958270507,172.67264613075312,5,13
1408,203000,290,primary,-37.97021244995037,177.04843725923027,5,11
1409,185800,60,primary,-37.94065654567488,175.83800601904682,5,11
1410,194300,591,primary,-37.65920592550056,176.20686129363597,5,11
1411,204500,92,primary,-37.9963630038203,177.4058226337901,5,13
1412,204400,255,primary,-38.00918280864786,177.285843041609,5,13
1413,168400,111,primary,-37.12926665808152,175.84560840468245,5,13
1414,191700,370,primary,-37.83933157731789,176.15928201688877,5,13
1415,202200,195,primary,-37.98621820147278,176.76301242705026,5,13
1416,192400,102,primary,-37.83710715855625,176.5881032034267,5,13
1417,196500,79,primary,-37.717685428701934,176.24169569719817,5,13
1418,185600,78,primary,-38.22825853954231,175.2895728797985,5,13
1419,200700,550,primary,-38.16146091892511,176.23422674775765,5,11
1420,185500,362,primary,-38.187932288451655,175.20240487839894,5,13
1421,193100,526,secondary,-37.675589803121014,176.13117074301996,11,13
1422,193100,592,primary,-37.68269718300742,176.13507138395596,5,11
1423,185500,32,primary,-38.18166374524189,175.20963447007497,5,13
1424,201400,274,primary,-38.138517149881416,176.29792458392146,5,11
1425,192000,186,primary,-37.82505345117094,176.41486972907705,5,11
1426,169200,75,primary,-37.38182660458789,175.6770933459916,5,13
1427,191100,193,primary,-37.65506799718355,175.99641657517938,5,11
1428,197400,741,primary,-37.709915368934126,176.31378783536434,5,11
1429,202500,298,primary,-37.952561841056124,176.93990724995368,5,13
1430,181700,158,primary,-37.95037784086526,175.24421902097825,5,13
1431,180000,229,secondary,-37.78624335927632,175.30144024024264,8,15
1432,179600,327,secondary,-37.784166800129746,175.2999114837673,11,13
1433,184200,236,primary,-38.00316438651951,175.33940769732428,5,11
1434,200300,421,secondary,-38.143268314807,176.2439082550945,11,13
1435,193200,586,primary,-37.67260131853941,176.15669888034034,5,11
1436,187200,144,primary,-38.47067533865406,175.0141330941433,5,11
1437,187100,19,primary,-38.25499464612742,174.8757654380041,5,13
1438,181900,405,primary,-37.98859353556652,175.20288867194688,5,13
1439,182100,171,primary,-38.05650152625818,175.2368842039783,5,11
1440,192500,334,primary,-37.83776160813676,176.47710401919554,5,13
1441,184600,164,primary,-38.03659889898566,175.40904845248926,5,11
1442,185000,99,primary,-38.0654944380936,175.558276079843,5,13
1443,192500,14,primary,-37.846318654922456,176.54254461443833,5,13
1444,170900,4,primary,-37.62266298471636,175.03332235600035,5,13
1445,187300,164,primary,-38.34127065797325,175.1611380855905,5,13
1446,173000,313,primary,-37.71957177089852,175.32703681240204,5,13
1447,176000,458,primary,-37.74500912193103,175.2413085809028,5,11
1448,168300,31,primary,-37.22961221637932,175.6388201963566,5,13
1449,167200,186,primary,-37.04148851028497,175.52004574854524,5,13
1450,191500,242,primary,-37.81943190712448,176.12526778001686,5,13
1451,171500,471,secondary,-37.555855492291286,175.14508612948325,5,19
1452,171100,28,primary,-37.43018986548515,175.13264467516206,5,13
1453,187400,28,primary,-38.3450613216753,175.25736048119816,5,13
1454,192000,85,primary,-37.84488859468735,176.36069609058927,5,13
1455,201800,116,primary,-38.43542387743588,176.34284162290177,5,11
1456,178800,192,primary,-37.79943302688876,175.25189559141958,5,13
1457,357600,51,primary,-45.544800137101376,167.89467852694537,5,13
1458,184600,100,primary,-37.97821608098392,175.46152294775695,5,11
1459,198700,66,primary,-38.04842398324662,176.48433813613477,5,13
1460,201000,177,primary,-38.10854555032293,176.32054341641654,5,11
1461,200100,294,primary,-38.13396862301857,176.2490531187629,5,13
1462,137800,142,primary,-36.87299597636682,174.7593101891952,5,13
1463,171400,81,primary,-37.5276770173199,175.04142815142214,5,13
1464,181600,112,primary,-37.85303712121284,175.2997370081617,5,13
1465,198900,340,primary,-38.11635499788414,176.2248175727443,5,11
1466,180800,344,primary,-37.79253490108075,175.3297209332801,5,11
1467,173600,51,primary,-37.53253367767569,175.56788203148454,5,13
1468,176400,82,secondary,-37.754995635565734,175.25452412596488,11,14
1469,171500,63,primary,-37.537303546039766,175.16275339080275,5,13
1470,177900,498,primary,-37.78624906455755,175.2499835891987,5,13
1471,167700,78,primary,-37.143498830541276,175.54639400061023,5,13
1472,177700,349,primary,-37.76733141779502,175.27443805662514,5,13
