,area,max_students,sector,latitude,longitude,age_min,age_max
1909,213800,207,secondary,-39.514874333666405,176.87305998128357,11,13
1910,213600,177,primary,-39.50886942064406,176.86903034694777,5,11
1911,214900,735,secondary,-39.53955726225051,176.85230213496192,11,13
1912,213700,499,primary,-39.534601597695904,176.84275048332435,5,11
1913,215200,241,primary,-39.51125247825049,176.91601450424838,5,11
1914,211500,598,primary,-39.66359607289626,176.89171082582976,5,11
1915,208000,33,primary,-39.25305080611505,176.68282196053298,5,13
1916,206900,452,primary,-38.66849412023452,178.0434202379132,5,11
1917,216000,127,primary,-40.00595882966363,176.5477945080644,5,13
1918,215500,52,primary,-39.821269257309,176.45341859774274,5,13
1919,205000,28,primary,-38.13224778224334,178.3157908273584,5,13
1920,208000,26,primary,-39.20312996762055,176.8824169611759,5,13
1921,208900,182,primary,-39.60096823996233,176.7973490697588,5,13
1922,205300,37,primary,-38.68810995557951,177.77194252967647,5,13
1923,207100,188,primary,-38.674072111247554,178.05699288843223,5,13
1924,259800,18,primary,-39.80358213394125,176.98712196930904,5,11
1925,207300,282,primary,-38.68306473081661,178.07499521953332,5,11
1926,215700,338,primary,-39.94346228916071,176.59092028096174,5,13
1927,216000,373,primary,-39.99663990129873,176.55545459234887,5,13
1928,233800,70,primary,-40.401052740040726,176.31355345300102,5,13
1929,205200,82,primary,-38.556495853381925,178.21486766656457,5,13
1930,204800,43,primary,-38.378911841147776,177.83616840548964,5,13
1931,233100,84,primary,-40.33698475114945,175.87077044973944,5,13
1932,213900,355,primary,-39.50369371311308,176.8943085143455,5,13
1933,208800,146,primary,-39.6132478362194,176.7717142118393,5,13
1940,251400,80,primary,-41.283303995400374,174.77308880042696,5,13
1942,233700,50,primary,-40.6806153463818,175.857502276142,5,13
1943,246600,152,primary,-41.24160360474887,174.94337361896476,5,11
1944,307400,40,primary,-41.45844196189395,173.9688834896881,5,11
1945,245200,213,primary,-41.195206803097086,174.94374067164048,5,11
1946,249500,346,primary,-41.22605134144246,174.82407171657798,5,11
1947,243600,391,primary,-41.19178902727211,174.9281796272947,5,11
1948,253300,309,primary,-41.321114802781004,174.77356099808304,5,11
1949,241500,144,primary,-41.09286597575305,175.09964974389882,5,11
1950,307500,297,secondary,-41.50464756370219,173.94320805185987,11,13
1951,244200,322,primary,-41.200941678011574,174.92222334048466,5,11
1952,241000,118,secondary,-41.1433397244827,174.87094781808335,11,13
1953,251900,439,primary,-41.30598806483601,174.76596036489346,5,13
1954,240700,130,primary,-41.140360598782884,174.8657788709258,5,11
1955,250800,84,primary,-41.275317152691635,174.7568346800916,5,13
1956,256900,267,primary,-41.02671110314602,175.53027099052747,5,13
1957,250500,334,primary,-41.24804857214157,174.79721687936527,5,11
1958,249100,219,primary,-41.25961400088746,174.76469993822903,5,11
1959,248300,369,primary,-41.20790963411167,174.80924938892858,5,11
1960,249300,392,primary,-41.24358782527306,174.7891993932917,5,11
1961,240800,258,primary,-41.13323237246762,174.88131582373327,5,13
1962,257100,62,primary,-41.02516479440666,175.4775342533668,5,13
1963,254100,303,primary,-41.30397197833542,174.8238161778039,5,11
1964,240400,536,primary,-41.110988365271105,174.89012910144052,5,13
1965,245600,180,primary,-41.201665493670184,174.93565807607285,5,11
1966,244300,655,primary,-41.2079717171144,174.91180118732808,5,11
1967,233700,132,primary,-40.64874143549668,175.7092351648848,5,13
1968,245600,98,primary,-41.20910033061799,174.93235205084835,5,11
1969,253200,238,secondary,-41.315193853264844,174.79825032395084,11,13
1970,235700,534,primary,-40.61816147097389,175.30550912334235,5,13
1971,307300,199,primary,-41.53062724038191,173.89655830810523,5,13
1972,257500,164,primary,-41.11905396785752,175.3275187263375,5,13
1973,241700,222,secondary,-41.12711324524463,175.03689293905302,11,13
1974,247100,247,primary,-41.26380368024489,174.93887683140844,5,11
1975,255600,200,primary,-40.93356374128274,175.6162325028748,5,11
1976,241900,242,primary,-41.12130930588572,175.06071693277173,5,11
1977,257000,168,primary,-41.08017393301609,175.65491890950182,5,13
1978,247100,152,primary,-41.25356323326114,174.94879696745858,5,13
1979,241100,104,primary,-41.14745705720758,174.86758661147843,5,11
1980,246000,244,primary,-41.231309138304916,174.91591802635315,5,11
1981,253400,188,primary,-41.3082163932146,174.79357613768323,5,11
1982,247700,219,primary,-41.164930117185875,174.83812376822496,5,11
1983,257700,393,primary,-41.082320949993,175.4608325705572,5,13
1984,307400,81,primary,-41.48103176932054,173.96957378451697,5,11
1985,247600,240,primary,-41.16568321117689,174.82282518168097,5,11
1986,253100,309,primary,-41.29849271937284,174.80033784906368,5,13
1987,306300,78,primary,-41.281423400505105,173.7660977453163,5,13
1988,240700,241,primary,-41.139521532349576,174.8589291232134,5,11
1989,254500,201,primary,-41.33442784504391,174.78696277894966,5,11
1990,244000,301,primary,-41.21287901370624,174.89231871978728,5,11
1991,244800,390,secondary,-41.21501692792479,174.91298867516,11,13
1992,254000,398,primary,-41.335351830346546,174.7756174761948,5,11
1993,248600,366,primary,-41.21928996331517,174.80500438192973,5,11
1994,248400,414,primary,-41.22508051317875,174.79719554100961,5,11
1995,237200,618,primary,-40.87331037877647,175.05458503450745,5,13
1996,239200,110,secondary,-41.126677197761374,174.83067777752748,8,15
1997,237800,194,primary,-40.9145281091346,175.0039488287932,5,13
1998,250600,753,primary,-41.28440250577428,174.74141222180853,5,13
1999,249400,594,primary,-41.29000876387467,174.72250374881676,5,13
2000,251100,302,primary,-41.287065891859235,174.76160080884077,5,13
2001,243400,296,primary,-41.18008538710422,174.93359626676337,5,11
2002,237000,589,primary,-40.88308145910262,174.99218004465945,5,13
2003,243300,222,primary,-41.21550782838118,174.86671765203982,5,13
2004,235900,363,primary,-40.62900315536309,175.29765149935923,5,11
2005,349200,24,primary,-45.64455385959492,170.6567077019914,5,11
2006,234700,138,secondary,-40.619356386101224,175.27036675156205,11,13
2007,234900,259,primary,-40.61440204541602,175.28675650315435,5,11
2008,235000,177,primary,-40.619963762604044,175.27190156698038,5,11
2009,247700,91,primary,-41.15924719323586,174.83594918032796,5,11
2010,306800,28,primary,-41.28894151992259,173.87945132894055,5,13
2011,241900,321,secondary,-41.12195598434921,175.0590536098384,11,13
2012,247500,76,primary,-41.26813414928755,174.70434749787907,5,13
2013,233500,19,primary,-40.53206642306308,176.01469190732814,5,13
2014,234800,138,primary,-40.71342578692788,175.2184193138137,5,13
2015,242600,120,primary,-41.123634363531515,175.11755948966254,5,11
2016,233000,94,primary,-40.41849198575406,175.86466557395562,5,13
2017,242600,114,primary,-41.113581187776795,175.10030667577433,5,11
2018,241000,170,primary,-41.139761490405725,174.87242603008212,5,11
2019,254800,217,primary,-41.31738154074369,174.82046453535025,5,13
2020,257900,286,primary,-41.21873176160181,175.45250179799095,5,13
2021,256000,273,secondary,-40.956709746771494,175.6414172819626,11,13
2022,255300,16,primary,-40.77483533057782,175.7023865977687,5,13
2023,307700,120,primary,-41.5000375920286,173.9536632592299,5,11
2024,254400,238,primary,-41.315023002967656,174.81920934929238,5,11
2025,247200,406,primary,-41.29120390432551,174.8971786379479,5,13
2026,240000,588,primary,-41.113838209638104,174.86787578486963,5,13
2027,245200,289,secondary,-41.19786611352117,174.9431235499365,11,13
2028,245400,326,primary,-41.20423170893922,174.94604912915634,5,11
2029,240800,99,primary,-41.13073631601701,174.87923541086676,5,11
2030,248700,420,secondary,-41.21905787788104,174.82546315948767,11,13
2031,249500,297,primary,-41.22495016105783,174.8215490448475,5,11
2032,252900,368,primary,-41.31121873900616,174.77998528610817,5,11
2033,248800,417,primary,-41.248931271115545,174.77570944736613,5,11
2034,239200,147,primary,-41.11735003104233,174.83477279432282,5,11
2035,243500,200,primary,-41.2038052144659,174.8866750500419,5,11
2036,250800,309,primary,-41.280513001635185,174.75974944573363,5,13
2037,235800,236,primary,-40.66174359617256,175.2515678823061,5,13
2038,255500,199,primary,-40.89599605386806,175.66131946925336,5,13
2039,228600,148,primary,-40.442983413761326,175.45986263809215,5,13
2040,236500,175,primary,-40.75555492698481,175.14405202592783,5,11
2041,246000,307,primary,-41.2254619416866,174.91403498092336,5,13
2042,252700,128,primary,-41.338455126511484,174.76045727164762,5,11
2043,242400,348,primary,-41.118854606841424,175.07390562840774,5,11
2044,238600,168,primary,-40.98200911850417,174.95786770961254,5,13
2045,233600,433,primary,-40.4518007567617,175.83958010494246,5,13
2046,248700,291,primary,-41.21357302305761,174.81920930654232,5,11
2047,237300,656,primary,-40.88995203933284,174.99496300162775,5,13
2048,238400,349,primary,-40.917113153858224,175.00938479191774,5,13
2049,252900,147,primary,-41.31177912165235,174.78121103092505,5,13
2050,239800,418,primary,-41.10713323075924,174.8676794237807,5,13
2051,240600,235,primary,-41.105053147909786,174.91791800091102,5,13
2052,251900,50,primary,-41.30833392968997,174.76350688195302,5,13
2053,245000,84,primary,-41.22443658031392,174.880677640988,5,13
2054,306800,96,primary,-41.293518493235354,174.00121011984007,5,11
2055,242800,248,primary,-41.160411911584504,175.01497776960196,5,11
2056,257400,48,primary,-41.35326628312502,175.20400858242994,5,13
2057,242700,169,primary,-41.09391943745247,175.13342211648552,5,11
2058,239600,514,primary,-41.07944810062341,174.86561442848148,5,13
2059,244100,66,primary,-41.171465806376915,174.96403313135568,5,11
2060,233800,48,primary,-40.541208471081205,176.1936499559874,5,13
2061,240500,122,primary,-41.139426356026384,174.84853760948053,5,11
2062,240100,148,primary,-41.13030749309933,174.83519836806707,5,11
2063,234400,126,primary,-40.55304822218051,175.27120286922656,5,13
2064,240200,366,primary,-41.11303051054628,174.88019915401333,5,13
2065,238800,216,primary,-41.035832632248386,174.88542753034932,5,13
2066,243200,399,primary,-41.20990410690312,174.87697577168603,5,13
2067,245800,138,primary,-41.2290869401361,174.90350240095634,5,13
2068,255700,240,primary,-40.9603621027945,175.6119954032412,5,11
2069,240300,428,primary,-41.11855743076893,174.87110729720882,5,13
2070,307500,156,primary,-41.4731619605228,173.90159413984708,5,13
2071,249200,368,secondary,-41.23082540003448,174.80010899317153,11,13
2072,246200,332,primary,-41.19880015467593,174.95702715854867,5,11
2073,238000,655,primary,-40.920245946021694,174.98323908883273,5,13
2074,238500,423,primary,-40.932802153551066,174.98602396325836,5,13
2075,247800,397,primary,-41.18180714623534,174.8228920835153,5,11
2076,308200,319,primary,-41.52951286860395,173.95279104853296,5,13
2077,307100,578,primary,-41.5084019758059,173.83196743804746,5,13
2078,249500,121,primary,-41.2208821868337,174.81912762414,5,11
2079,252800,243,primary,-41.31592572838171,174.7644288969471,5,13
2080,308500,244,primary,-41.52370828487415,173.98508306913612,5,13
2081,252600,116,primary,-41.28708933750004,174.8031286749652,5,13
2082,241000,132,primary,-41.13437604854871,174.87286531291588,5,11
2083,243700,170,primary,-41.22294414609709,174.87998590827672,5,13
2084,250900,229,primary,-41.276188580546936,174.77569380390702,5,13
2085,247200,26,primary,-41.293518819342324,174.89436034662972,5,13
2086,255200,410,primary,-41.326785782144874,174.8372898367691,5,13
2087,306300,20,primary,-41.28823165412238,173.66832362632806,5,13
2088,308700,151,primary,-41.675225867921895,174.07368336264196,5,13
2089,235400,90,primary,-40.54507931523736,175.41563966154246,5,13
2090,241800,484,primary,-41.147835044233766,175.01330883756782,5,11
2091,257500,55,primary,-41.138724839594424,175.35221199936896,5,13
2092,253600,229,secondary,-41.31809185053769,174.77923601247028,11,13
2093,307500,385,primary,-41.50681072085422,173.93356711427873,5,11
2094,233600,123,primary,-40.4537682874552,175.84478281891123,5,13
2095,250200,316,primary,-41.24977401657152,174.79089959056267,5,13
2096,245400,130,primary,-41.20173430555063,174.95354326302285,5,13
2097,241400,290,primary,-41.13987105707606,175.03117629556078,5,13
2098,248900,330,primary,-41.222499661465385,174.8026836932062,5,13
2099,254000,271,primary,-41.338165391582585,174.7744958391452,5,13
2100,247900,156,primary,-41.178307956982174,174.8243780978127,5,11
2101,235000,147,primary,-40.62463445304991,175.27979257494434,5,13
2102,242400,549,primary,-41.1227084998129,175.0679557183384,5,13
2103,308100,175,primary,-41.51809796856417,173.95341557726292,5,13
2104,257100,151,primary,-41.03096255426287,175.52321657001403,5,13
2105,244100,122,primary,-41.17770446145231,174.96061914366484,5,13
2106,256100,236,primary,-40.95255716434967,175.65269981274724,5,11
2107,237800,247,primary,-40.907824297554235,174.99594334387584,5,13
2108,247100,312,primary,-41.25712023093058,174.93905521361827,5,13
2109,253700,93,primary,-41.31724681101329,174.79406139346352,5,13
2110,306900,148,primary,-41.428838861486334,173.9620033932316,5,13
2111,236500,28,primary,-40.74654043579411,175.14335664655744,5,13
2112,239200,64,primary,-41.11125036434836,174.83657406725575,5,11
2113,257500,116,primary,-41.114962129120656,175.32910691445338,5,13
2114,250400,133,primary,-41.286590794627074,174.734669639051,5,13
2115,239600,184,primary,-41.084119300017264,174.8700995336565,5,11
2116,240300,159,primary,-41.121777616002134,174.88074540046532,5,13
2117,244600,162,primary,-41.180674000321254,174.9551448274259,5,11
2118,244400,135,secondary,-41.18860057262061,174.95009996539343,11,13
2119,235800,212,primary,-40.638732478028054,175.29024197503688,5,13
2120,247700,330,secondary,-41.16403096283089,174.8324768653896,11,13
2121,247900,404,primary,-41.17387735078247,174.82635811214314,5,13
2122,244900,382,primary,-41.172192105313975,174.98871163306018,5,11
2123,251700,216,primary,-41.29330954256929,174.76866158781766,5,13
2124,236600,231,primary,-40.81088103699961,175.12935422234534,5,13
2125,244700,294,primary,-41.22330680671236,174.8919003559691,5,13
2126,250900,276,primary,-41.27405096138784,174.78012222965302,5,13
2127,256500,40,primary,-40.87827726137855,176.07335939509295,5,13
2128,319900,223,primary,-43.49972224717192,172.5883034551448,5,11
2129,239200,94,secondary,-41.11510881894269,174.8414482405265,11,13
2130,239100,140,primary,-41.1014407992851,174.84258328248856,5,13
2131,239200,440,primary,-41.1120638297119,174.83948704228973,5,11
2132,234600,108,primary,-40.47501153808791,175.5113217446698,5,13
2133,242100,253,primary,-41.11168364788505,175.08231051665769,5,11
2134,244500,160,primary,-41.16939217888412,174.9820705402213,5,13
2135,242500,391,primary,-41.126650667756394,175.06489256543279,5,11
2136,301600,51,primary,-41.266305929532926,173.04398992190823,5,13
2137,249100,345,primary,-41.26225885582629,174.76734384311143,5,13
2138,237600,600,primary,-40.87662003898914,175.0704101750898,5,13
2139,306700,151,primary,-41.271842963146945,174.0387925478315,5,11
2140,247400,222,primary,-41.274818506174206,174.95575934064314,5,11
2141,256600,85,primary,-41.037670996889304,175.8089971756549,5,13
2142,306600,49,primary,-41.56230583599026,173.5279230152966,5,13
2143,306400,6,primary,-41.15779061112978,174.04390890931336,5,13
2144,236700,295,primary,-40.75698507145261,175.16724743504852,5,11
2145,363600,48,primary,-41.82606469871686,174.14014028463282,5,13
2146,245500,536,primary,-41.21538703795422,174.92362212719806,5,11
2147,256500,55,primary,-40.95657336245151,176.03721695415592,5,13
2148,307800,390,primary,-41.52004476198326,173.94807783957972,5,11
2149,250100,219,primary,-41.2678436315909,174.75592823589633,5,13
2150,240700,327,primary,-41.14129010886467,174.85986486468718,5,13
2151,308600,376,primary,-41.540617264591084,173.95442536966212,5,11
2152,254600,180,primary,-41.31273871974277,174.82720688530807,5,11
2153,186800,121,primary,-38.23818543076395,175.85806078394614,5,13
2154,236500,210,secondary,-40.75137135949043,175.1331866272156,5,19
2155,164700,0,primary,-37.254876083052004,174.73123654944874,5,13
2156,199700,92,secondary,-38.138702342652145,176.22614143408856,5,19
2157,214800,246,secondary,-39.509292223528426,176.89199966368463,5,19
2158,158700,27,secondary,-37.0250834941733,174.85726170008326,14,19
2159,100800,152,secondary,-35.12399574822138,173.25845248012297,5,19
2160,174400,129,secondary,-37.6684262361455,175.67566724161225,5,19
2161,102100,140,secondary,-35.47298856878648,173.40696960419012,5,19
2162,305300,427,primary,-41.27735118046473,173.2888840668673,5,11
2163,222700,52,primary,-38.887086628539556,175.29440543961314,5,13
2164,204700,178,secondary,-37.59072930112075,178.2922158793605,5,19
2165,301900,130,primary,-41.30739754429576,173.1203150098435,5,11
2166,304200,108,primary,-41.26786533967856,173.27720966133217,5,11
2167,304400,260,primary,-41.306441764629845,173.22476257018218,5,11
2168,302600,313,primary,-41.37928667186155,173.11215280753666,5,11
2169,305000,338,secondary,-41.306892422801674,173.23411609900407,11,13
2170,300800,108,primary,-41.09530342744405,172.9719382812225,5,13
2171,303800,319,primary,-41.22519123510715,173.32262117219142,5,11
2172,300900,32,primary,-41.28713927008289,172.89526702641544,5,13
2173,305400,355,primary,-41.30540680475504,173.25363977384941,5,11
2174,309500,30,primary,-41.629846201096605,171.85231376867486,5,13
2175,305300,478,primary,-41.2839480157403,173.27789682075027,5,11
2176,303300,534,primary,-41.34120939142024,173.19652820533403,5,11
2177,303600,92,primary,-41.216529610766564,173.39485373388413,5,11
2178,302700,62,primary,-41.3689325918091,173.14516443858147,5,11
2179,301500,26,primary,-41.80157763934333,172.8510875173561,5,13
2180,301000,249,primary,-41.154697028821765,172.99462237590268,5,13
2181,305500,44,secondary,-41.2735946123637,173.29194476947686,8,15
2182,301700,303,primary,-41.246147446397806,173.09206846892386,5,13
2183,309700,22,primary,-42.18754803806663,172.22144797027934,5,13
2184,301200,255,primary,-41.12771489386833,173.0073189659754,5,13
2185,300500,72,primary,-40.852680145825616,172.851731671744,5,11
2186,304400,400,primary,-41.30772645406955,173.2323004395904,5,11
2187,305200,272,secondary,-41.28836896212715,173.2675390556984,11,13
2188,300900,98,primary,-41.202516351191186,172.87569156926062,5,13
2189,301100,204,primary,-41.11141873328529,173.00953062302344,5,13
2190,302200,147,primary,-41.34848997324761,173.14924237675837,5,11
2191,302800,499,primary,-41.33919368481147,173.18138977431772,5,11
2192,300800,220,primary,-41.076960267113904,172.9994007701559,5,13
2193,339300,51,primary,-44.25522268977688,171.2705034501837,5,13
2194,309800,32,primary,-42.11754237788969,171.86735076046298,5,13
2195,309400,147,primary,-41.75503834491292,171.6052716357304,5,13
2196,305300,410,primary,-41.27902453058055,173.28803187519813,5,13
2197,301300,63,primary,-41.12560595810585,173.01179239012976,5,13
2198,305100,246,primary,-41.316638485942875,173.23127297946365,5,11
2199,304100,249,primary,-41.28652504552353,173.24624260233165,5,11
2200,300500,40,primary,-40.879983187374066,172.82067706583402,5,11
2201,300500,178,primary,-40.84493485138302,172.8097069496068,5,11
2202,333200,14,primary,-43.70877176309056,173.04272993895748,5,13
2203,301400,147,primary,-41.18837728181405,173.04859562204763,5,13
2204,301600,134,primary,-41.270117205140494,173.00503725451043,5,13
2205,305200,321,primary,-41.28365488899339,173.26861944826817,5,11
2206,302800,344,secondary,-41.339739665265796,173.1952124951851,11,13
2207,302300,270,primary,-41.40811060146579,173.04407152129988,5,11
2208,309200,243,primary,-41.74747631623309,171.60939756226654,5,13
2209,309400,264,primary,-41.76251644177626,171.60880699777604,5,13
2210,326100,202,primary,-43.54635572052322,172.61249965466706,5,13
2211,327600,271,primary,-43.54831296488003,172.61838527245868,5,11
2212,338800,25,primary,-44.23052732302925,170.87094227562696,5,11
2213,337400,433,primary,-43.88539857444847,171.74169265839663,5,11
2214,312900,255,primary,-43.152173520991624,172.7227494283179,5,13
2215,337500,379,primary,-43.890985988627,171.71609487034561,5,13
2216,338300,494,secondary,-43.901302941448805,171.75897832498745,11,13
2217,338400,172,primary,-43.89577303446885,171.76569094374858,5,11
2218,314100,488,primary,-43.29971896914942,172.58180019730412,5,13
2219,320600,345,primary,-43.509171530041314,172.57766998913596,5,13
2220,314000,178,primary,-43.27403297351828,172.59650254032147,5,13
2221,320700,720,primary,-43.52368604217133,172.5594015200593,5,13
2222,331100,140,primary,-43.55342109330835,172.68749278297093,5,13
2223,326500,386,primary,-43.51257386792014,172.66849845863652,5,11
2224,309900,22,primary,-42.24550712189612,171.32470820134048,5,13
2225,330600,510,primary,-43.562770498569385,172.646232575861,5,13
2226,319400,152,primary,-43.48643064080552,172.5953667262001,5,11
2227,310200,84,primary,-42.45217298123106,171.19253443856394,5,13
2228,318000,151,secondary,-43.487418672458375,172.57594392846138,11,13
2229,335600,170,primary,-43.60290565991642,172.46795133274188,5,13
2230,330400,393,primary,-43.536160104010676,172.6881250742124,5,11
2231,312900,129,primary,-43.19822485281175,172.7405254321664,5,13
2232,334700,138,primary,-43.61618023984472,172.30780933247794,5,13
2233,320600,326,primary,-43.51229903992627,172.58371897367098,5,11
2234,338800,15,primary,-44.357465068017625,170.93680170833082,5,13
2235,337000,93,primary,-43.95976858166664,171.3564397537116,5,11
2236,317900,296,secondary,-43.482615097447585,172.60349500470534,11,13
2237,323000,139,secondary,-43.517159427226424,172.6221096156417,8,15
2238,331300,454,primary,-43.576119877748475,172.6320586437933,5,13
2239,337200,33,primary,-43.80449200354341,171.93782311514212,5,11
2240,327500,846,secondary,-43.51049860156869,172.6892681991662,11,13
2241,327000,297,primary,-43.52947595955269,172.64735370860697,5,13
2242,327600,302,secondary,-43.551817776905324,172.62634147943305,11,13
2243,315500,205,primary,-43.40560827937118,172.6231945142579,5,13
2244,310100,93,primary,-42.440016977476006,171.21121365020178,5,13
2245,320600,446,secondary,-43.51117944643056,172.58560388268964,11,13
2246,317800,544,primary,-43.48281626177712,172.5878650246936,5,11
2247,313300,166,primary,-43.312135775409736,172.38063459625712,5,13
2248,317000,202,primary,-43.48089410689122,172.55936467685413,5,11
2249,334000,234,primary,-43.49003823444387,172.10651306019253,5,11
2250,332900,128,primary,-43.62981676671596,172.7268912481066,5,13
2251,335400,93,primary,-43.865198511978754,172.11639313709935,5,13
2252,359600,12,primary,-45.959501064690166,168.865620561387,5,13
2253,334700,126,primary,-43.667860240208185,172.19790288402538,5,11
2254,333500,54,primary,-43.74990434165209,172.93154811502907,5,11
2255,323000,520,primary,-43.51363861268028,172.61482350221448,5,11
2256,342000,136,primary,-44.10044363513284,170.82555847811108,5,11
2257,337700,22,primary,-43.87025726381503,171.8155116422662,5,11
2258,321500,475,primary,-43.51653437907073,172.5915385680635,5,11
2259,313800,301,primary,-43.31187166584914,172.53228351899472,5,13
2260,311300,9,primary,-43.46309838576087,170.0082779918977,5,13
2261,311600,51,primary,-43.37415359954823,170.18030334633733,5,13
2262,319300,182,primary,-43.52867665116872,172.52044438781232,5,11
2263,342400,38,primary,-44.631128410272865,171.1428986301191,5,13
2264,340000,420,primary,-44.38251976219591,171.1937610363238,5,13
2265,342600,105,primary,-44.91409766995241,171.09842896502641,5,13
2266,333900,112,primary,-43.48206506741373,171.93211467317357,5,11
2267,332200,90,primary,-43.6237579595061,172.6501771125822,5,13
2268,334300,76,primary,-43.572818981629574,172.08427990833923,5,11
2269,312700,37,primary,-42.965346439592835,172.97800122426173,5,13
2270,310500,322,primary,-42.4666018618779,171.1966168045281,5,13
2271,311200,9,primary,-43.94033078151624,168.85739813678558,5,13
2272,328000,724,primary,-43.590155628706924,172.57035897723136,5,13
2273,338500,399,primary,-43.91140662666388,171.76053477210698,5,11
2274,312300,96,primary,-42.5217149815819,172.8316794534967,5,13
2275,331900,271,primary,-43.57919836120264,172.70923449475305,5,13
2276,321400,321,secondary,-43.50993473020676,172.6148842967525,11,13
2277,340500,312,primary,-44.390973429261855,171.21354641740996,5,13
2278,337000,146,primary,-44.00038794545295,171.566104451918,5,13
2279,311500,210,primary,-42.718569986532216,170.98105605578994,5,11
2280,327700,434,primary,-43.56477197258445,172.60548975025944,5,11
2281,338200,254,primary,-43.92364947989608,171.71984601099297,5,11
2282,319300,240,primary,-43.53814716676527,172.5236052717696,5,11
2283,333900,91,primary,-43.53841894229221,171.95997062958048,5,11
2284,321200,448,primary,-43.52581710760583,172.58071291439833,5,11
2285,318000,320,primary,-43.49218292363459,172.58196945227698,5,11
2286,321300,543,primary,-43.47202114859349,172.66441946941288,5,13
2287,316000,390,primary,-43.37906951686637,172.65131122619937,5,13
2288,315700,553,primary,-43.37630198949051,172.6648968246581,5,13
2289,308900,96,primary,-42.40787017779168,173.68408725348587,5,11
2290,308900,60,primary,-42.3715305502248,173.6387438858068,5,11
2291,311500,99,primary,-42.746615651835896,171.0064441505912,5,11
2292,310600,193,primary,-42.47550932841665,171.18696610472296,5,13
2293,328300,235,primary,-43.5056528420679,172.7238476579292,5,13
2294,321800,189,secondary,-43.52954301832169,172.5847595824964,11,13
2295,334100,175,primary,-43.49700051109355,172.21836741006857,5,11
2296,311700,43,primary,-42.83393239727942,171.03799331711318,5,11
2297,341300,222,primary,-44.402130425624904,171.24910698937785,5,13
2298,311400,43,primary,-42.63553708700155,171.1876203285165,5,13
2299,335900,153,primary,-43.618015061088876,172.53257225493627,5,13
2300,341700,36,primary,-44.00467532400217,170.47498874435874,5,11
2301,336700,122,primary,-43.73081502064617,171.7785422233532,5,11
2302,336200,344,primary,-43.760217487705894,172.29741149728687,5,11
2303,336100,640,primary,-43.63656959101199,172.48748455314302,5,13
2304,330100,403,primary,-43.53509714830517,172.67401456560793,5,11
2305,327800,326,primary,-43.52393757032749,172.67575298011806,5,11
2306,333100,105,primary,-43.76379762043709,172.7959297761796,5,13
2307,313400,177,primary,-43.250584319380366,172.52989173920128,5,13
2308,323100,468,primary,-43.49913764430403,172.642371251408,5,13
2309,336800,93,primary,-43.823324737354305,171.42178754616316,5,13
2310,319500,562,primary,-43.51133923495998,172.55853440644148,5,13
2311,336900,310,primary,-43.636053207995154,171.64932096101958,5,11
2312,336800,100,primary,-43.70427991022974,171.4029560169385,5,13
2313,311300,9,primary,-43.738144298309464,170.1000897688691,5,13
2314,332000,356,primary,-43.5620117960011,172.71554967055954,5,13
2315,318800,147,primary,-43.478668208180956,172.61369274672256,5,11
2316,326300,649,primary,-43.57186575152806,172.56447475105725,5,13
2317,315500,193,primary,-43.36976746134591,172.5906520343169,5,13
2318,330900,345,primary,-43.555939335458,172.66478127783927,5,13
2319,327700,314,primary,-43.56412503067263,172.60694133426256,5,13
2320,360900,296,primary,-46.4307890782475,168.29040241715703,5,11
2321,336900,39,primary,-43.63920116289078,171.647697547443,5,13
2322,321000,238,primary,-43.53561126692626,172.5586863299827,5,13
2323,317200,66,primary,-43.44433475522269,172.66018300972968,5,13
2324,320500,198,primary,-43.48848513936832,172.61980347191795,5,11
2325,320900,504,primary,-43.49958658119648,172.62081790803992,5,11
2326,325100,460,primary,-43.48024580911356,172.7064635147852,5,13
2327,310700,186,primary,-42.510006090955905,171.16788297593087,5,13
2328,339200,318,primary,-44.25795558439052,171.13281019908834,5,13
2329,335700,565,primary,-43.577213014610294,172.51358425327527,5,13
2330,323700,644,primary,-43.473833000176555,172.69712099744157,5,13
2331,337600,199,primary,-43.75087424752949,172.0228616670608,5,13
2332,314400,513,primary,-43.305557618934614,172.5901060119205,5,13
2333,342400,43,primary,-44.70107642795205,171.01694975504816,5,13
2334,332100,256,primary,-43.55679082038897,172.73365814288618,5,13
2335,318600,313,primary,-43.472761813751156,172.6215374281077,5,11
2336,321000,324,primary,-43.53284790519827,172.56309684730778,5,13
2337,335100,824,primary,-43.59252922938784,172.3817083098035,5,13
2338,311700,25,primary,-42.897675611542546,170.81681986311966,5,11
2339,312200,32,primary,-42.69919827533801,172.94398321984085,5,11
2340,326700,129,primary,-43.56220949132698,172.586670869185,5,11
2341,317500,291,primary,-43.49396039368639,172.56226232332207,5,11
2342,310000,61,primary,-42.39904245188236,171.25264176324168,5,13
2343,318900,483,primary,-43.516973776631254,172.5432689442969,5,13
2344,333900,94,primary,-43.390507179317524,172.02545926127027,5,11
2345,325900,70,secondary,-43.50943502970126,172.6616777600073,11,13
2346,325900,327,primary,-43.50727557334665,172.6535279549406,5,11
2347,308900,110,primary,-42.39981877612468,173.6759789354257,5,13
2348,320500,447,primary,-43.487564890215225,172.61349498931403,5,13
2349,339300,117,primary,-44.24365901331874,171.28446347982407,5,13
2350,340200,238,primary,-44.37823842592984,171.22489138216957,5,13
