oareas,f A,f B,f C,f D,f E,f F,f G,f H,f I,f J,f K,f L,f M,f N,f O,f P,f Q,f R,f S,m A,m B,m C,m D,m E,m F,m G,m H,m I,m J,m K,m L,m M,m N,m O,m P,m Q,m R,m S
119000,1,0,8,3,10,4,13,69,0,0,4,11,60,10,29,76,27,0,12,2,0,17,8,59,7,12,56,0,0,4,13,73,10,33,28,7,0,13
119100,0,0,6,0,15,7,10,34,6,0,6,5,22,13,0,86,16,10,4,0,0,14,0,89,13,10,28,14,0,6,6,26,14,0,32,4,10,4
119200,0,0,73,0,45,191,175,73,13,1,6,13,44,272,0,142,44,39,30,0,0,151,0,262,313,160,60,28,2,6,15,53,274,0,53,11,37,32
119400,0,0,1,0,13,4,21,26,54,0,4,9,11,0,0,25,9,0,14,0,0,2,0,77,7,20,22,113,0,4,11,13,0,0,9,2,0,15
119500,0,0,5,5,13,3,13,16,1,0,2,0,44,59,0,183,3,0,2,0,0,11,11,77,5,12,13,2,0,2,0,53,59,0,68,0,0,2
119600,0,0,0,0,6,1,29,6,1,7,0,1,7,6,0,163,94,10,16,0,0,0,0,35,2,26,5,2,9,0,2,9,6,0,61,24,10,18
119700,0,0,0,0,13,3,13,61,2,26,4,5,7,12,3,285,121,4,53,0,0,0,0,77,5,12,50,5,36,4,6,9,12,4,106,32,4,58
119800,1,0,4,0,8,3,15,0,2,0,0,0,37,4,23,86,19,0,8,2,0,8,0,47,5,14,0,5,0,0,0,46,4,25,32,5,0,8
119900,0,0,2,1,10,1,8,16,8,0,0,1,50,10,0,66,133,2,16,0,0,5,2,59,2,8,13,17,0,0,2,61,10,0,24,35,2,18
120000,0,0,1,0,13,10,8,23,0,0,6,9,22,10,19,0,49,10,8,0,0,2,0,77,17,8,18,0,0,6,11,26,10,22,0,13,10,8
120100,47,0,2,0,8,0,0,0,0,0,0,0,1,0,0,0,0,0,14,71,0,5,0,47,0,0,0,0,0,0,0,2,0,0,0,0,0,15
120200,5,0,54,2,35,1,36,38,1,5,4,196,75,24,0,122,144,0,20,7,0,113,5,203,2,33,31,2,7,4,224,92,24,0,45,38,0,21
120300,0,0,25,0,31,21,13,57,13,0,0,13,28,20,0,35,94,6,20,0,0,51,0,179,34,12,47,28,0,0,15,34,21,0,13,24,6,21
120400,0,0,8,0,12,4,8,19,2,3,0,5,12,41,0,25,94,0,23,0,0,17,0,71,7,8,15,5,4,0,6,15,42,0,9,24,0,25
120500,3,0,6,0,11,13,73,76,1,0,0,16,25,14,5,61,38,4,30,5,0,14,0,65,21,66,63,2,0,0,18,30,14,6,22,10,4,32
120600,1,0,6,2,22,0,36,30,0,3,0,0,3,8,5,25,55,0,13,2,0,14,5,131,0,33,25,0,4,0,0,4,8,6,9,14,0,14
120700,5,0,6,0,8,15,21,42,4,0,0,7,37,20,0,66,33,6,6,7,0,14,0,47,26,20,34,8,0,0,8,46,21,0,24,8,6,6
120800,0,0,1,0,20,13,18,16,0,0,0,5,25,2,0,45,33,24,14,0,0,2,0,119,21,16,13,0,0,0,6,30,2,0,17,8,24,15
120900,0,0,9,0,7,1,6,38,1,0,0,3,47,6,0,0,3,0,26,0,0,19,0,41,2,6,31,2,0,0,4,57,6,0,0,0,0,29
121000,0,0,5,0,20,1,10,38,1,0,0,0,13,4,0,0,38,0,26,0,0,11,0,119,2,10,31,2,0,0,0,16,4,0,0,10,0,29
121100,0,0,13,0,31,0,36,0,6,1,0,3,7,2,0,9,16,8,12,0,0,28,0,179,0,33,0,14,2,0,4,9,2,0,3,4,8,13
121200,0,0,2,1,11,0,73,13,4,0,0,0,5,10,0,3,27,0,10,0,0,5,2,65,0,66,11,8,0,0,0,6,10,0,1,7,0,10
121300,0,0,4,0,16,9,18,11,0,1,0,1,9,0,7,86,88,0,4,0,0,8,0,95,15,16,9,0,2,0,2,11,0,8,32,23,0,4
121400,0,0,0,0,3,0,0,26,1,0,0,1,3,12,0,35,33,0,16,0,0,0,0,21,0,0,22,2,0,0,2,4,12,0,13,8,0,18
121500,0,0,20,0,12,1,13,46,6,0,2,0,9,8,0,51,60,0,12,0,0,42,0,71,2,12,37,14,0,2,0,11,8,0,19,16,0,13
121600,0,0,2,0,10,0,36,30,4,1,2,7,5,6,3,3,77,4,8,0,0,5,0,59,0,33,25,8,2,2,8,6,6,4,1,20,4,8
121700,0,0,1,0,19,0,2,4,1,3,2,0,15,2,0,296,0,0,0,0,0,2,0,113,0,2,3,2,4,2,0,19,2,0,110,0,0,0
121800,0,0,1,0,6,18,10,34,0,0,0,5,34,2,0,81,33,0,6,0,0,2,0,35,30,10,28,0,0,0,6,42,2,0,30,8,0,6
121900,3,0,6,0,27,0,6,26,5,8,2,3,7,20,0,21,0,0,4,5,0,14,0,155,0,6,22,11,12,2,4,9,21,0,8,0,0,4
122000,0,0,45,0,76,0,69,26,173,0,6,13,9,2,7,102,49,17,16,0,0,94,0,442,0,63,22,359,0,6,15,11,2,8,38,13,17,18
122100,0,0,1,0,17,0,8,16,4,0,2,0,5,4,0,86,0,0,6,0,0,2,0,101,0,8,13,8,0,2,0,6,4,0,32,0,0,6
122200,0,0,1,0,6,4,13,13,0,3,11,11,11,34,0,0,60,17,14,0,0,2,0,35,7,12,11,0,4,10,13,13,35,0,0,16,17,15
122300,0,0,11,0,19,7,4,9,2,1,0,3,5,2,0,30,44,0,2,0,0,23,0,113,13,4,7,5,2,0,4,6,2,0,11,11,0,2
122400,0,0,4,0,8,0,18,4,1,0,0,0,3,34,1,9,27,4,6,0,0,8,0,47,0,16,3,2,0,0,0,4,35,2,3,7,4,6
122500,1,0,8,0,16,3,0,6,6,0,0,1,0,45,0,51,38,0,2,2,0,17,0,95,5,0,5,14,0,0,2,0,45,0,19,10,0,2
122600,0,0,9,0,12,3,32,50,1,0,2,1,28,4,1,66,38,2,26,0,0,19,0,71,5,30,41,2,0,2,2,34,4,2,24,10,2,29
122700,0,0,9,0,14,3,18,92,4,0,4,1,18,10,1,45,38,0,14,0,0,18,0,83,5,16,75,8,0,4,2,23,10,2,17,10,0,15
122800,0,0,114,0,10,31,25,15,9,0,0,0,22,2,0,193,243,2,10,0,0,236,0,59,52,23,12,19,0,0,0,26,2,0,72,64,2,10
122900,0,0,1,0,11,3,6,9,25,0,0,0,3,2,9,15,19,0,6,0,0,2,0,65,5,6,7,51,0,0,0,4,2,11,5,5,0,6
123000,0,0,2,0,6,0,25,4,4,0,0,0,1,8,0,40,9,2,6,0,0,5,0,35,0,23,3,8,0,0,0,2,8,0,15,2,2,6
123100,0,0,5,0,7,0,4,53,1,0,0,22,25,8,13,112,177,2,33,0,0,11,0,41,0,4,44,2,0,0,26,30,8,14,41,47,2,36
123200,0,0,1,2,15,0,4,23,0,1,0,3,15,12,1,45,27,0,6,0,0,2,5,89,0,4,18,0,2,0,4,19,12,2,17,7,0,6
123300,0,0,1,0,19,3,29,13,0,0,0,1,15,14,0,30,9,0,8,0,0,2,0,113,5,26,11,0,0,0,2,19,14,0,11,2,0,8
123400,0,0,13,0,13,1,29,50,2,0,8,0,22,12,0,316,110,21,4,0,0,28,0,77,2,26,41,5,0,8,0,26,12,0,118,29,20,4
123600,0,0,1,0,27,4,18,50,0,1,2,1,18,8,0,9,6,0,4,0,0,2,0,155,7,16,41,0,2,2,2,23,8,0,3,1,0,4
123700,0,0,36,2,41,9,21,38,0,3,8,19,31,0,5,86,33,0,16,0,0,75,5,238,15,20,31,0,4,8,22,38,0,6,32,8,0,18
123800,0,0,0,0,7,0,18,19,4,7,0,3,22,2,0,56,6,0,23,0,0,0,0,41,0,16,15,8,9,0,4,26,2,0,20,1,0,25
123900,0,0,2,0,10,1,6,23,4,0,0,3,25,34,0,35,19,2,10,0,0,5,0,59,2,6,18,8,0,0,4,30,35,0,13,5,2,10
124000,0,0,6,0,22,4,447,130,1,17,66,13,11,17,3,96,133,57,36,0,0,14,0,131,7,408,107,2,24,60,15,13,17,4,36,35,55,40
124100,0,0,0,0,4,1,18,26,1,0,0,3,5,4,0,6,0,4,0,0,0,0,0,25,2,16,22,2,0,0,4,6,4,0,2,0,4,0
124200,0,0,5,0,13,1,6,4,2,8,0,0,9,24,0,0,9,0,4,0,0,11,0,77,2,6,3,5,12,0,0,11,24,0,0,2,0,4
124300,0,0,4,0,15,3,32,30,2,5,0,3,12,10,0,15,27,0,40,0,0,8,0,89,5,30,25,5,7,0,4,15,10,0,5,7,0,43
124400,0,0,4,0,19,0,18,4,27,1,0,7,22,10,0,0,83,8,8,0,0,8,0,113,0,16,3,56,2,0,8,26,10,0,0,22,8,8
124500,0,0,137,0,7,9,95,192,0,7,8,26,12,6,5,173,33,6,26,0,0,283,0,41,15,86,158,0,9,8,29,15,6,6,64,8,6,29
124600,0,0,9,0,9,15,18,6,2,0,0,1,0,10,0,245,16,0,12,0,0,18,0,53,26,16,5,5,0,0,2,0,10,0,91,4,0,13
124700,38,0,4,0,6,0,8,23,0,0,0,1,9,10,0,30,0,0,12,59,0,8,0,35,0,8,18,0,0,0,2,11,10,0,11,0,0,13
124800,0,0,5,0,13,0,13,19,6,0,4,0,9,17,0,275,83,0,2,0,0,11,0,77,0,12,15,14,0,4,0,11,17,0,102,22,0,2
124900,0,0,6,0,11,1,32,38,0,0,0,0,0,27,0,71,19,0,26,0,0,14,0,65,2,30,31,0,0,0,0,0,28,0,26,5,0,29
125000,0,0,1,0,6,0,18,19,2,0,4,7,1,27,0,6,365,2,2,0,0,2,0,35,0,16,15,5,0,4,8,2,28,0,2,97,2,2
125200,0,0,5,0,24,3,10,19,1,7,4,5,37,6,0,40,210,0,23,0,0,11,0,143,5,10,15,2,9,4,6,46,6,0,15,55,0,25
125300,0,0,5,0,16,9,10,38,0,3,0,16,22,4,0,18,221,0,10,0,0,11,0,95,15,10,31,0,4,0,18,26,4,0,6,58,0,10
125400,0,0,4,0,13,11,40,46,0,1,2,7,41,8,0,91,55,0,10,0,0,8,0,77,18,36,37,0,2,2,8,50,8,0,34,14,0,10
125500,0,0,31,0,9,37,43,46,0,0,0,3,15,4,0,20,310,0,6,0,0,66,0,53,61,40,37,0,0,0,4,19,4,0,7,82,0,6
125600,0,0,5,3,14,1,25,100,0,0,2,1,12,10,0,45,6,24,12,0,0,11,8,83,2,23,82,0,0,2,2,15,10,0,17,1,24,13
125700,0,0,278,0,41,37,51,26,91,0,0,3,41,4,0,602,1939,24,20,0,3,576,0,238,61,46,22,189,0,0,4,50,4,0,224,514,24,21
125800,0,0,4,0,12,7,32,23,1,0,0,0,15,38,0,35,77,0,2,0,0,8,0,71,13,30,18,2,0,0,0,19,38,0,13,20,0,2
125900,0,0,18,0,6,7,329,169,2,8,33,49,56,17,0,25,177,14,30,0,0,37,0,35,13,301,139,5,12,30,56,69,17,0,9,47,14,32
126000,0,0,20,0,6,3,8,2,6,0,0,0,18,8,0,6,27,0,16,0,0,42,0,35,5,8,1,14,0,0,0,23,8,0,2,7,0,18
126100,0,0,4,0,11,4,2,23,1,0,0,1,18,8,0,153,9,0,14,0,0,8,0,65,7,2,18,2,0,0,2,23,8,0,57,2,0,15
126200,0,0,4,0,12,0,36,30,0,0,2,7,9,6,0,132,6,0,16,0,0,8,0,71,0,33,25,0,0,2,8,11,6,0,49,1,0,18
126300,0,0,105,0,18,21,139,57,0,0,2,3,28,111,36,56,33,17,12,0,0,217,0,107,34,127,47,0,0,2,4,34,112,40,20,8,17,13
126400,0,0,2,0,17,1,73,61,0,0,0,0,15,69,0,76,277,0,8,0,0,5,0,101,2,66,50,0,0,0,0,19,70,0,28,73,0,8
126500,0,0,2,0,11,1,8,13,6,0,8,35,22,17,0,12,66,32,6,0,0,5,0,65,2,8,11,14,0,8,41,26,17,0,4,17,30,6
126600,0,0,27,0,91,249,322,177,2,855,772,49,600,251,49,724,8201,49,100,0,0,56,0,525,409,294,145,5,1178,700,56,731,253,55,270,2175,48,109
126700,1,0,1,0,22,11,4,4,8,0,4,3,28,20,3,163,166,2,10,2,0,2,0,131,18,4,3,17,0,4,4,34,21,4,61,44,2,10
126800,0,0,29,0,78,159,674,638,86,53,809,143,1043,181,483,173,565,99,254,0,0,61,0,453,261,615,525,179,73,733,164,1270,183,540,64,149,96,278
126900,0,0,13,7,13,1,29,38,29,0,0,3,22,20,3,71,13,2,36,0,0,28,17,77,2,26,31,61,0,0,4,26,21,4,26,3,2,40
127000,0,0,13,0,24,3,47,65,0,0,2,9,18,14,9,40,88,12,13,0,0,28,0,143,5,43,53,0,0,2,11,23,14,11,15,23,12,14
127100,0,0,1,0,14,4,95,34,0,5,4,7,13,59,0,142,133,0,14,0,0,2,0,83,7,86,28,0,7,4,8,16,59,0,53,35,0,15
127200,0,0,0,0,20,206,1319,92,0,58,2,1,53,223,0,684,299,57,4,0,0,0,0,119,339,1204,75,0,81,2,2,65,225,0,255,79,55,4
127300,3,0,95,0,5,42,51,42,2,8,8,0,227,4,11,275,99,2,23,5,0,198,0,29,69,46,34,5,12,8,0,277,4,13,102,26,2,25
127400,1,0,27,0,31,45,212,253,2,11,44,22,126,27,0,91,365,12,67,2,0,56,0,179,74,194,208,5,16,40,26,154,28,0,34,97,12,73
127500,0,0,891,5,83,206,916,230,20,53,88,104,196,111,794,296,698,121,341,0,0,1843,11,477,339,836,189,42,73,80,119,238,112,888,110,185,116,373
127600,13,0,2,0,8,3,6,30,13,1,0,3,22,6,0,20,0,2,16,21,0,5,0,47,5,6,25,28,2,0,4,26,6,0,7,0,2,18
127700,0,0,13,0,31,3,10,2,5,0,0,1,7,8,0,45,33,2,30,0,0,28,0,179,5,10,1,11,0,0,2,9,8,0,17,8,2,32
127800,1,0,5,0,2,0,4,0,0,0,0,0,13,4,0,45,16,0,2,2,0,11,0,14,0,4,0,0,0,0,0,16,4,0,17,4,0,2
127900,0,0,4,0,8,1,21,16,6,0,0,0,5,8,0,21,121,0,8,0,0,8,0,47,2,20,13,14,0,0,0,6,8,0,8,32,0,8
128000,0,0,5,0,5,0,6,13,0,0,0,16,5,0,0,0,0,6,0,0,0,11,0,29,0,6,11,0,0,0,18,6,0,0,0,0,6,0
128100,0,0,1,0,14,0,10,16,0,0,2,1,7,2,0,0,6,2,0,0,0,2,0,83,0,10,13,0,0,2,2,9,2,0,0,1,2,0
128200,0,0,8,1,18,7,25,61,0,10,18,0,28,8,72,18,166,8,43,0,0,17,2,107,13,23,50,0,14,16,0,34,8,81,6,44,8,47
128300,5,0,1,0,9,1,0,4,6,0,0,0,7,8,0,6,88,0,4,7,0,2,0,53,2,0,3,14,0,0,0,9,8,0,2,23,0,4
128400,0,0,1,0,15,4,13,4,6,0,0,0,1,4,0,45,13,0,6,0,0,2,0,89,7,12,3,14,0,0,0,2,4,0,17,3,0,6
128500,0,0,38,3,35,15,4,34,2,0,0,0,1,4,26,245,99,0,20,0,0,80,8,203,26,4,28,5,0,0,0,2,4,29,91,26,0,21
128600,1,0,5,0,3,1,21,23,0,8,0,5,18,2,0,86,166,6,12,2,0,11,0,17,2,20,18,0,12,0,6,23,2,0,32,44,6,13
128800,0,0,4,1,16,6,73,30,1,0,2,1,18,27,1,81,88,0,2,0,0,8,2,95,10,66,25,2,0,2,2,23,28,2,30,23,0,2
128900,0,0,41,0,12,9,21,19,0,0,2,5,9,2,0,81,19,0,30,0,0,85,0,71,15,20,15,0,0,2,6,11,2,0,30,5,0,32
129000,0,0,0,0,6,0,0,11,0,0,0,0,0,2,0,76,0,2,8,0,0,0,0,35,0,0,9,0,0,0,0,0,2,0,28,0,2,8
129100,0,0,5,0,20,3,8,11,8,3,4,0,11,8,0,61,99,4,10,0,0,11,0,119,5,8,9,17,4,4,0,13,8,0,22,26,4,10
129200,0,0,13,0,13,26,25,11,0,7,0,9,25,0,0,25,221,0,2,0,0,28,0,77,43,23,9,0,9,0,11,30,0,0,9,58,0,2
129300,0,0,0,0,5,0,13,13,0,0,0,3,9,6,0,296,55,0,12,0,0,0,0,29,0,12,11,0,0,0,4,11,6,0,110,14,0,13
129400,1,0,0,0,2,1,10,26,11,0,2,0,22,17,0,30,44,2,8,2,0,0,0,14,2,10,22,23,0,2,0,26,17,0,11,11,2,8
129500,0,0,187,51,47,63,65,30,0,0,0,0,22,2,36,35,0,2,26,0,0,387,116,274,104,60,25,0,0,0,0,26,2,40,13,0,2,29
129600,0,0,6,1,7,1,4,16,0,5,0,1,7,4,0,3,60,0,6,0,0,14,2,41,2,4,13,0,7,0,2,9,4,0,1,16,0,6
129700,0,0,13,0,20,7,13,38,0,32,22,22,37,4,0,35,94,4,4,0,0,28,0,119,13,12,31,0,44,20,26,46,4,0,13,24,4,4
129800,0,0,1,0,9,3,21,46,8,8,0,3,22,6,0,0,60,0,8,0,0,2,0,53,5,20,37,17,12,0,4,26,6,0,0,16,0,8
129900,0,0,45,0,14,1,87,107,1,5,4,19,31,111,0,153,44,10,23,0,0,94,0,83,2,80,88,2,7,4,22,38,112,0,57,11,10,25
130000,6,0,2,0,18,1,2,9,4,0,0,3,1,0,23,66,6,21,4,10,0,5,0,107,2,2,7,8,0,0,4,2,0,25,24,1,20,4
130100,0,0,36,1,15,4,8,16,9,1,2,0,3,20,0,15,22,6,20,0,0,75,2,89,7,8,13,19,2,2,0,4,21,0,5,5,6,21
130200,5,0,6,0,5,15,58,69,8,10,0,3,139,4,0,204,243,64,147,7,0,14,0,29,26,53,56,17,14,0,4,169,4,0,76,64,61,161
130300,0,0,2,0,4,13,109,53,0,0,2,3,11,8,0,296,3,242,23,0,0,5,0,25,21,100,44,0,0,2,4,13,8,0,110,0,233,25
130400,0,0,22,0,7,26,40,84,4,14,2,22,41,48,0,122,16,0,0,0,0,47,0,41,43,36,69,8,20,2,26,50,49,0,45,4,0,0
130500,0,0,0,0,5,3,2,23,2,0,2,0,5,2,0,163,3,0,8,0,0,0,0,29,5,2,18,5,0,2,0,6,2,0,61,0,0,8
130600,0,0,0,0,13,3,58,19,1,3,0,22,11,2,0,3,83,4,10,0,0,0,0,77,5,53,15,2,4,0,26,13,2,0,1,22,4,10
130700,0,0,9,0,17,0,25,26,0,1,2,5,31,17,0,45,155,4,4,0,0,19,0,101,0,23,22,0,2,2,6,38,17,0,17,41,4,4
130800,0,0,54,0,12,53,18,42,2,1,8,7,9,0,11,71,27,2,16,0,0,113,0,71,87,16,34,5,2,8,8,11,0,13,26,7,2,18
130900,0,0,2,0,9,6,21,15,5,0,2,1,5,20,1,96,310,4,14,0,0,5,0,53,10,20,12,11,0,2,2,6,21,2,36,82,4,15
131000,0,0,118,0,14,13,146,100,5,5,0,3,5,17,0,132,60,0,30,0,0,245,0,83,21,133,82,11,7,0,4,6,17,0,49,16,0,32
131100,0,0,8,0,17,1,25,23,0,0,2,3,13,4,1,61,0,6,4,0,0,17,0,101,2,23,18,0,0,2,4,16,4,2,22,0,6,4
131200,1,0,9,1,64,50,153,384,38,32,40,71,284,76,0,204,177,17,93,2,0,18,2,370,82,140,316,80,44,36,82,346,77,0,76,47,17,102
131300,1,0,123,185,27,260,168,1154,708,112,4046,189,5564,363,1257,86,38,171,60,2,0,255,417,155,427,153,949,1465,154,3666,217,6776,366,1406,32,10,165,65
131400,0,0,150,0,9,1,0,6,0,0,2,3,53,2,1721,30,33,0,16,0,0,311,0,53,2,0,5,0,0,2,4,65,2,1924,11,8,0,18
131500,0,0,9,0,22,6,139,76,2,8,0,11,25,10,23,56,66,17,43,0,0,19,0,131,10,127,63,5,12,0,13,30,10,25,20,17,17,47
131600,1,0,29,0,33,95,131,192,18,26,8,32,189,90,165,35,121,8,60,2,0,61,0,191,156,120,158,37,36,8,37,231,91,185,13,32,8,65
131700,1,0,2,0,29,3,14,65,0,0,0,0,1,6,0,12,66,0,10,2,0,5,0,167,5,13,53,0,0,0,0,2,6,0,4,17,0,10
131800,0,0,95,0,195,132,322,253,13,294,110,104,885,195,284,265,1496,24,30,0,0,198,0,1122,217,294,208,28,406,100,119,1078,197,318,99,396,24,32
131900,0,0,2,0,8,0,21,38,0,3,2,0,101,391,0,806,188,0,154,0,0,5,0,47,0,20,31,0,4,2,0,123,394,0,301,49,0,168
132000,0,0,5,0,8,6,10,26,1,0,0,3,25,8,3,439,33,0,8,0,0,11,0,47,10,10,22,2,0,0,4,30,8,4,163,8,0,8
132100,0,0,11,0,39,18,95,177,2,58,0,32,107,8,0,71,72,0,93,0,0,23,0,226,30,86,145,5,81,0,37,130,8,0,26,19,0,102
132200,10,0,63,0,14,90,32,84,5,3,4,7,37,2,0,204,321,4,8,15,0,132,0,83,148,30,69,11,4,4,8,46,2,0,76,85,4,8
132300,0,0,0,0,8,0,0,30,4,1,0,0,1,69,0,0,9,2,20,0,0,0,0,47,0,0,25,8,2,0,0,2,70,0,0,2,2,21
132400,6,0,118,6,14,344,535,230,159,2477,735,196,2339,579,695,6,99,49,73,10,0,245,14,83,566,488,189,330,3412,666,224,2849,584,777,2,26,48,80
132500,0,0,13,0,19,6,13,0,0,1,0,5,11,6,9,96,16,2,4,0,0,28,0,113,10,12,0,0,2,0,6,13,6,11,36,4,2,4
132600,3,0,1,0,16,0,8,34,2,0,8,7,13,6,0,66,38,0,8,5,0,2,0,95,0,8,28,5,0,8,8,16,6,0,24,10,0,8
132700,0,0,5,0,27,132,95,761,18,312,1250,261,1106,488,1357,132,23,1071,194,0,0,11,0,155,217,86,626,37,430,1133,299,1347,492,1517,49,6,1032,212
132800,0,0,20,0,5,15,62,53,4,14,0,13,53,17,11,9,49,12,107,0,0,42,0,29,26,56,44,8,20,0,15,65,17,13,3,13,12,117
132900,0,0,5,0,17,6,40,76,5,0,2,1,18,2,0,40,3,0,10,0,0,11,0,101,10,36,63,11,0,2,2,23,2,0,15,0,0,10
133000,0,0,59,0,39,4,205,146,2,17,15,11,69,8,13,45,44,14,56,0,0,122,0,226,7,187,120,5,24,14,13,84,8,15,17,11,14,62
133100,0,0,2,1,5,0,62,100,0,17,22,3,13,4,172,40,177,10,23,0,0,5,2,29,0,56,82,0,24,20,4,16,4,192,15,47,10,25
133200,116,0,43,17,120,191,1246,962,571,94,1618,248,3225,1885,297,459,498,42,268,177,3,89,38,692,313,1137,790,1181,130,1466,284,3927,1901,333,171,132,41,292
133300,33,1,91,23,58,222,711,1192,685,159,3972,379,4363,942,761,132,2438,157,160,50,10,189,53,334,366,649,980,1418,219,3600,434,5313,950,851,49,646,151,175
133400,0,0,1,0,8,11,25,92,1,1,14,13,335,195,26,18,94,2,26,0,0,2,0,47,18,23,75,2,2,13,15,408,197,29,6,24,2,29
133500,0,0,73,0,126,228,843,592,13,277,66,58,1169,356,244,132,155,53,328,0,0,151,0,728,374,769,487,28,381,60,67,1424,359,273,49,41,51,358
133600,0,0,164,1,54,201,256,177,1,7,25,71,202,10,0,66,60,35,43,0,0,340,2,310,331,234,145,2,9,23,82,246,10,0,24,16,34,47
133700,19,0,73,3,58,201,197,507,29,82,1802,372,2244,698,178,102,188,12,187,29,0,151,8,334,331,180,417,61,113,1633,426,2733,704,199,38,49,12,204
133800,0,0,4,0,7,15,15,50,1,64,2,9,948,8,139,9,210,4,26,0,0,8,0,41,26,14,41,2,89,2,11,1155,8,155,3,55,4,29
133900,0,0,196,0,47,180,1429,454,34,56,102,45,107,69,92,183,543,32,281,0,0,406,0,274,296,1304,373,70,77,93,52,130,70,103,68,144,30,307
134000,0,0,1,0,13,4,13,46,1,0,0,7,11,0,0,6,16,42,4,0,0,2,0,77,7,12,37,2,0,0,8,13,0,0,2,4,41,4
134100,0,0,27,0,15,7,73,1039,0,53,4,35,461,209,761,357,764,485,60,0,0,56,0,89,13,66,854,0,73,4,41,562,211,851,133,202,467,65
134200,0,0,2,6,29,1,58,38,0,1,2,29,448,8,23,469,66,67,16,0,0,5,14,167,2,53,31,0,2,2,33,546,8,25,175,17,65,18
134300,0,0,31,0,120,84,139,392,11,58,29,13,341,258,0,45,27,14,80,0,0,66,0,692,139,127,322,23,81,26,14,415,260,0,17,7,14,87
134400,0,0,59,0,33,42,80,192,2,56,4,7,246,160,13,6,166,46,147,0,0,122,0,191,69,73,158,5,77,4,8,300,161,15,2,44,44,161
134500,0,0,8,0,8,26,36,223,20,56,15,65,436,432,271,40,133,21,36,0,0,17,0,47,43,33,183,42,77,14,74,531,436,303,15,35,20,40
134600,0,0,9,7,10,3,2,19,1,1,6,0,18,17,0,71,6,0,8,0,0,19,17,59,5,2,15,2,2,6,0,23,17,0,26,1,0,8
134700,0,0,6,5,3,4,15,34,8,0,0,9,9,2,0,224,121,0,12,0,0,14,11,21,7,14,28,17,0,0,11,11,2,0,83,32,0,13
134900,0,0,18,0,9,6,6,19,0,0,0,0,113,6,0,25,6,17,26,0,0,37,0,53,10,6,15,0,0,0,0,138,6,0,9,1,17,29
135000,0,0,173,0,41,79,54,61,5,0,4,3,13,4,0,71,94,42,23,0,0,359,0,238,130,50,50,11,0,4,4,16,4,0,26,24,41,25
135100,0,0,41,0,5,4,21,200,0,14,36,7,467,6,0,71,6,14,23,0,0,85,0,29,7,20,164,0,20,33,8,569,6,0,26,1,14,25
135200,0,0,1,0,18,1,58,46,1,5,0,3,41,2,13,12,94,6,23,0,0,2,0,107,2,53,37,2,7,0,4,50,2,14,4,24,6,25
135300,1,0,22,0,3,23,29,484,5,442,8,19,309,41,99,265,19,2,26,2,0,47,0,21,39,26,398,11,609,8,22,377,42,111,99,5,2,29
135400,0,0,11,1,8,6,10,11,6,0,0,0,15,20,0,18,23,12,4,0,0,23,2,47,10,10,9,14,0,0,0,19,21,0,6,6,12,4
135500,0,0,5,0,3,1,183,30,2,5,2,0,5,4,0,86,110,0,6,0,0,11,0,17,2,167,25,5,7,2,0,6,4,0,32,29,0,6
135600,0,0,8,0,3,4,62,73,1,0,0,3,3,0,0,51,177,53,10,0,0,17,0,17,7,56,60,2,0,0,4,4,0,0,19,47,51,10
135700,0,0,2,0,1,3,6,146,1,0,6,3,18,4,105,9,0,0,10,0,0,5,0,10,5,6,120,2,0,6,4,23,4,118,3,0,0,10
135800,5,0,13,0,29,42,916,153,6,23,69,65,47,4,0,30,299,46,87,7,0,28,0,167,69,836,126,14,32,63,74,57,4,0,11,79,44,95
135900,1,0,18,0,1,34,13,38,29,14,80,5,164,2,0,56,155,0,40,2,0,37,0,10,56,12,31,61,20,73,6,200,2,0,20,41,0,43
136000,5,0,228,40,153,339,307,346,59,465,88,49,1296,1291,218,204,310,85,543,7,0,472,92,884,557,281,284,122,641,80,56,1578,1302,244,76,82,82,592
136100,1,0,9,0,15,58,43,130,1,20,13,19,404,45,244,2144,11194,4,73,2,0,19,0,89,95,40,107,2,28,12,22,492,45,273,800,2969,4,80
136200,0,0,1,15,2,1,13,38,2,0,11,0,22,4,0,112,9,99,2,0,0,2,34,14,2,12,31,5,0,10,0,26,4,0,41,2,96,2
136300,0,0,18,0,10,39,32,19,8,1,2,1,18,4,0,30,38,4,20,0,0,37,0,59,65,30,15,17,2,2,2,23,4,0,11,10,4,21
136400,6,0,246,0,120,636,388,923,283,259,264,124,2814,516,185,449,620,371,261,10,0,510,0,692,1046,354,759,586,357,240,142,3426,521,207,167,164,357,285
136500,0,0,2,1,20,31,13,26,11,7,2,1,11,45,0,275,38,17,14,0,0,5,2,119,52,12,22,23,9,2,2,13,45,0,102,10,17,15
136600,16,0,2,2,10,6,21,19,5,0,2,0,13,2,0,0,199,0,10,25,0,5,5,59,10,20,15,11,0,2,0,16,2,0,0,52,0,10
136700,0,0,15,0,8,0,47,57,1,10,11,9,9,4,7,6,22,8,6,0,0,33,0,47,0,43,47,2,14,10,11,11,4,8,2,5,8,6
136800,0,0,0,0,9,3,6,2,1,1,0,0,0,10,0,20,0,0,0,0,0,0,0,53,5,6,1,2,2,0,0,0,10,0,7,0,0,0
